cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,361093.0,378461.0,451289.0,446564.0,443148.0,437802.0,425901.0,416999.0,358522.0,391928.0,412111.0,411913.0,386331.0,421851.0,478851.0,447279.0,426779.0,463343.0,569035.0,548805.0,463740.0,414624.0,522060.0,538718.0,489706.0,541122.0,583426.0,583747.0,579657.0,463946.0,496301.0,339533.0,529279.0,534356.0,558409.0,633466.0,484319.0,518153.0,579699.0,589173.0,500672.0,490099.0,540400.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-264864.0,-270720.0,-334104.0,-337007.0,-336584.0,-325520.0,-309984.0,-305112.0,-281395.0,-307415.0,-312167.0,-319970.0,-285795.0,-318692.0,-359242.0,-347326.0,-334074.0,-369727.0,-433019.0,-429944.0,-376929.0,-372551.0,-412820.0,-434006.0,-392039.0,-399430.0,-443691.0,-447319.0,-426086.0,-293936.0,-315932.0,-173856.0,-321758.0,-341037.0,-362970.0,-406910.0,-305122.0,-328715.0,-369316.0,-391137.0,-332294.0,-331907.0,-360297.0
3.03,Resultado Bruto,96229.0,107741.0,117185.0,109557.0,106564.0,112282.0,115917.0,111887.0,77127.0,84513.0,99944.0,91943.0,100536.0,103159.0,119609.0,99953.0,92705.0,93616.0,136016.0,118861.0,86811.0,42073.0,109240.0,104712.0,97667.0,141692.0,139735.0,136428.0,153571.0,170010.0,180369.0,165677.0,207521.0,193319.0,195439.0,226556.0,179197.0,189438.0,210383.0,198036.0,168378.0,158192.0,180103.0
3.04,Despesas/Receitas Operacionais,-48452.0,-59287.0,-60205.0,-69116.0,-68414.0,-106868.0,-73013.0,-85159.0,-67979.0,-62615.0,-66455.0,-62743.0,-63832.0,-66201.0,-70871.0,-69706.0,-58970.0,-63747.0,-75169.0,-112943.0,-54373.0,-190119.0,-78983.0,-128727.0,-77597.0,-132781.0,-81960.0,-87397.0,-93227.0,-80673.0,-90288.0,-102788.0,-106000.0,-90004.0,-83353.0,-151718.0,-20974.0,-85235.0,-103599.0,-89037.0,-60246.0,-102480.0,-114183.0
3.04.02,Despesas Gerais e Administrativas,-20943.0,-25502.0,-22962.0,-26438.0,-26160.0,-27638.0,-26056.0,-21560.0,-22768.0,-21841.0,-20064.0,-23441.0,-20629.0,-20842.0,-21238.0,-23588.0,-20752.0,-21304.0,-19489.0,-20930.0,-19884.0,-20960.0,-28727.0,-21369.0,-26703.0,-35907.0,-30176.0,-32509.0,-37963.0,-25328.0,-38366.0,-14046.0,-39587.0,-37190.0,-46692.0,-42293.0,-38802.0,-36413.0,-42815.0,-46591.0,-40907.0,-43327.0,-34072.0
3.04.05,Outras Despesas Operacionais,-1659.0,-8045.0,-4579.0,-11728.0,-6450.0,-42636.0,-9512.0,-9506.0,-17203.0,-13257.0,-14402.0,-10036.0,-11672.0,-12684.0,-4746.0,-16882.0,-4362.0,-2803.0,-6934.0,-47479.0,0.0,-130934.0,-11259.0,-36857.0,-10477.0,-31972.0,-5151.0,-12621.0,-8357.0,-4634.0,-8533.0,-50203.0,-16392.0,-7036.0,-3827.0,-43789.0,-109130.0,-2326.0,-1705.0,-24604.0,-26323.0,-7861.0,-21730.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,911.0,731.0,585.0,3218.0,1100.0,805.0,0.0,-1905.0,0.0,0.0,-311.0,-1348.0,-278.0,-976.0,-791.0,-632.0,-218.0,-549.0,-14.0,3127.0,-156.0,-1731.0,691.0,1997.0,36.0,-387.0,-681.0,-1596.0,-354.0,-876.0,-630.0,-1586.0,-1022.0,-534.0,671.0,658.0,-1728.0,105.0,-283.0,-52.0,708.0,-51.0,141.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,47777.0,48454.0,56980.0,40441.0,38150.0,5414.0,42904.0,26728.0,9148.0,21898.0,33489.0,29200.0,36704.0,36958.0,48738.0,30247.0,33735.0,29869.0,60847.0,5918.0,32438.0,-148046.0,30257.0,-24015.0,20070.0,8911.0,57775.0,49031.0,60344.0,89337.0,90081.0,62889.0,101521.0,103315.0,112086.0,74838.0,200171.0,104203.0,106784.0,67051.0,108132.0,55712.0,65920.0
3.06,Resultado Financeiro,5589.0,-12069.0,10900.0,-18613.0,-19094.0,-9095.0,-12086.0,-5475.0,-1917.0,-14148.0,-7934.0,-5324.0,-4492.0,-14091.0,-13276.0,5645.0,-10728.0,-17973.0,-16355.0,-15489.0,-23986.0,-11019.0,-33156.0,-16974.0,-18591.0,-31641.0,1090.0,-19113.0,-84752.0,-16714.0,-51036.0,-34075.0,-18940.0,-32671.0,-24222.0,-42764.0,-30098.0,-15913.0,4090.0,-393.0,-21803.0,-23170.0,-7636.0
3.06.01,Receitas Financeiras,15168.0,17000.0,37540.0,32883.0,11903.0,13218.0,14404.0,13503.0,21083.0,14185.0,18680.0,20152.0,22805.0,15622.0,12349.0,37619.0,13578.0,13548.0,26019.0,29567.0,15904.0,26328.0,22783.0,23331.0,17308.0,52414.0,46156.0,45926.0,33437.0,73243.0,53598.0,59984.0,46488.0,47749.0,65391.0,117478.0,47411.0,54003.0,42081.0,56338.0,34180.0,52558.0,48899.0
3.06.02,Despesas Financeiras,-9579.0,-29069.0,-26640.0,-51496.0,-30997.0,-22313.0,-26490.0,-18978.0,-23000.0,-28333.0,-26614.0,-25476.0,-27297.0,-29713.0,-25625.0,-31974.0,-24306.0,-31521.0,-42374.0,-45056.0,-39890.0,-37347.0,-55939.0,-40305.0,-35899.0,-84055.0,-45066.0,-65039.0,-118189.0,-89957.0,-104634.0,-94059.0,-65428.0,-80420.0,-89613.0,-160242.0,-77509.0,-69916.0,-37991.0,-56731.0,-55983.0,-75728.0,-56535.0
3.07,Resultado Antes dos Tributos sobre o Lucro,53366.0,36385.0,67880.0,21828.0,19056.0,-3681.0,30818.0,21253.0,7231.0,7750.0,25555.0,23876.0,32212.0,22867.0,35462.0,35892.0,23007.0,11896.0,44492.0,-9571.0,8452.0,-159065.0,-2899.0,-40989.0,1479.0,-22730.0,58865.0,29918.0,-24408.0,72623.0,39045.0,28814.0,82581.0,70644.0,87864.0,32074.0,170073.0,88290.0,110874.0,66658.0,86329.0,32542.0,58284.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-17723.0,-6019.0,-24364.0,-1745.0,-7287.0,-2062.0,-579.0,-9111.0,-764.0,-4323.0,-10192.0,-21375.0,-11910.0,-9403.0,-11228.0,-6186.0,-8914.0,-4951.0,-11933.0,-9715.0,-7438.0,-10956.0,-2433.0,-13679.0,-4255.0,-4458.0,-6045.0,-5143.0,-7934.0,-26078.0,-328.0,-15624.0,-22942.0,-15449.0,-26863.0,-2712.0,-23435.0,-8671.0,-19436.0,-4704.0,-12749.0,-22338.0,-6479.0
3.09,Resultado Líquido das Operações Continuadas,35643.0,30366.0,43516.0,23573.0,11769.0,1619.0,30239.0,23002.0,7995.0,3427.0,15363.0,973.0,20302.0,13464.0,24234.0,42078.0,14093.0,6945.0,32559.0,144.0,1014.0,148109.0,466.0,52060.0,2776.0,18272.0,52820.0,-15951.0,16474.0,46545.0,38717.0,-4378.0,59639.0,55195.0,61001.0,34786.0,146638.0,79619.0,91438.0,61954.0,73580.0,54880.0,51805.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,19827.0,1939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50809.0,0.0,-10046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,35643.0,30366.0,43516.0,23573.0,11769.0,1619.0,50066.0,24941.0,7995.0,3427.0,15363.0,973.0,20302.0,13464.0,24234.0,42078.0,14093.0,6945.0,32559.0,144.0,1014.0,148109.0,466.0,52060.0,2776.0,18272.0,52820.0,-15951.0,16474.0,4264.0,38717.0,-22952.0,59639.0,55195.0,61001.0,34786.0,146638.0,79619.0,91438.0,61954.0,73580.0,54880.0,51805.0
3.11.01,Atribuído a Sócios da Empresa Controladora,35643.0,30366.0,0.0,67056.0,11830.0,-1407.0,49932.0,27914.0,7641.0,3164.0,15818.0,1064.0,19722.0,13477.0,23781.0,43060.0,13722.0,6311.0,31642.0,2606.0,2102.0,-148058.0,-2474.0,-54025.0,-4959.0,-17603.0,52258.0,29991.0,-18083.0,-4302.0,22078.0,24786.0,59457.0,57521.0,60712.0,35596.0,147874.0,79635.0,90315.0,63090.0,73419.0,54054.0,48968.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,43516.0,-43483.0,-61.0,-212.0,134.0,265.0,354.0,263.0,-455.0,-91.0,580.0,-13.0,453.0,-982.0,371.0,634.0,917.0,-2462.0,-1088.0,-51.0,2008.0,-63.0,2183.0,-669.0,562.0,-3846.0,1609.0,38.0,-675.0,-9948.0,182.0,-2326.0,289.0,-810.0,-1236.0,-16.0,1123.0,-1136.0,161.0,826.0,2837.0
3.99,Lucro por Ação (Reais/Ação),0.55047104,0.46897297,0.67206178,0.36406178,0.2038,0.02273078,0.70292734,-0.2038,0.1183,0.04811513,0.21569674,-0.1183,0.28504037,0.18948,0.33778,0.89304,0.194901,0.08964,0.44976,0.037109,0.02993,-2.1195,-0.0354,-0.76915,-0.06915,-0.21947,0.6496,0.40241,-0.208,-0.05433,0.26849,0.3013,0.7447,0.71899,0.75769,0.44383,1.8451,0.99169,1.12875,0.79612,0.93188,0.68648,0.62279
