codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,4.287,4.5658,3.8652,5.743,9.1733,6.8055,11.1505,6.9457,6.9113,4.6141,7.7955,8.3225
P_VPA,P/VPA,Valuation,x,0.969,1.0688,1.1336,2.1029,3.0276,2.4587,2.1981,2.1916,2.4146,1.6079,1.4056,1.5006
EV_EBITDA,EV/EBITDA,Valuation,x,2.6692,2.7336,3.5936,4.7595,6.2196,4.8208,5.4565,4.9509,5.2925,4.5047,4.9457,5.092
EV_EBIT,EV/EBIT,Valuation,x,3.3093,3.445,4.4117,5.6164,7.4699,5.6128,6.6178,5.7957,6.0615,5.1333,6.6804,6.878
EV_RECEITA,EV/Receita,Valuation,x,1.2724,1.295,1.7938,2.3418,3.2722,2.55,2.5848,2.8235,3.5871,3.5151,3.4026,3.5032
DY,Dividend Yield,Valuation,%,12.3884,18.2087,22.8837,20.7136,4.999,5.9138,6.6942,10.5496,7.9901,8.8212,7.1207,6.6698
PAYOUT,Payout,Valuation,%,53.1088,83.1368,88.4506,118.9051,45.834,40.2435,74.585,73.2341,55.2299,40.4797,41.825,41.825
ROE,ROE,Rentabilidade,%,22.6027,23.3591,29.8095,35.2011,34.7028,37.9527,19.9682,32.5488,37.5656,38.9457,25.5013,25.5013
ROA,ROA,Rentabilidade,%,9.812,10.4191,11.7956,10.6937,8.5801,8.5646,4.2699,6.9842,8.5288,9.3199,6.1479,6.1479
ROIC,ROIC,Rentabilidade,%,19.4598,20.2626,16.1318,17.7636,15.8434,18.4098,14.1101,16.2486,17.0181,15.8595,11.3068,11.3068
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,47.6695,47.3717,49.917,49.2028,52.6111,52.8955,47.3702,57.0304,67.7773,78.0316,68.7988,68.7988
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,23.0543,24.0331,28.5959,26.327,23.5719,22.8178,12.4792,22.3789,31.9048,38.3544,25.3407,25.3407
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.5959,0.4173,1.3793,1.688,2.1117,1.8853,2.5214,2.2269,2.0386,2.2491,2.7822,2.7822
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.2785,0.1925,0.7062,1.1557,1.5564,1.5791,1.8882,1.7916,1.5129,1.6033,1.8076,1.8076
ICJ,ICJ,Endividamento,x,3.3321,3.217,6.3294,4.2941,3.1717,2.606,1.458,1.8709,2.637,2.9567,2.0536,2.0536
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,40.3251,9.7044,45.5259,6.8402,19.2518,10.8864,16.8412,8.906,12.2103,11.0404,10.782,10.782
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.4867,1.8631,0.6581,1.0927,1.1281,1.4372,1.4749,1.2527,1.458,0.9897,1.0811,1.0811
LIQ_SECA,Liquidez Seca,Liquidez,x,1.4569,1.8045,0.6408,1.0625,1.0912,1.402,1.4488,1.2527,1.458,0.9897,1.0811,1.0811
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.5959,0.5083,0.5154,0.4472,0.4564,0.536,0.5742,0.5664,0.5818,0.4913,0.4932,0.4932
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4256,0.4468,0.3582,0.3705,0.3253,0.3484,0.329,0.3118,0.2545,0.2239,0.2248,0.2248
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,5.2818,22.9813,7.6802,14.1894,18.6386,15.9393,4.8949,4.0527,-12.8123,-39.7696,-12.9075,-12.9075
PME,PME,Eficiência,dias,8.4141,10.2648,8.8339,9.2792,14.0717,10.0347,8.2077,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,11.8254,0.6007,-11.3388,-15.5148,-2.673,-2.9494,7.7931,6.7042,-0.0088,-12.6807,-6.9726,-6.9726
