cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,26235567.0,27776057.0,26137083.0,27472054.0,33179453.0,38863452.0,48139722.0,51271529.0,53680605.0,54308052.0,55626605.0,56547200.0,56283075.0,53710410.0,57271461.0,61643650.0,65109833.0,65180015.0,64497705.0,65538411.0,66687123.0,68744875.0
2.01,Passivo Circulante,15128.0,1242.0,49122.0,176629.0,133583.0,9261.0,54669.0,201522.0,121549.0,114804.0,98196.0,131466.0,185717.0,183012.0,71145.0,64658.0,11670.0,22161.0,577.0,52688.0,92330.0,32361.0
2.01.01,Obrigações Sociais e Trabalhistas,15128.0,1242.0,49122.0,176629.0,133583.0,9261.0,54669.0,201522.0,121549.0,114804.0,98196.0,131466.0,185717.0,183012.0,71145.0,64658.0,11670.0,22161.0,577.0,,92330.0,32361.0
2.01.02,Fornecedores,,,,,,,,,,,,,,,,,,,,,,
2.01.03,Obrigações Fiscais,,,,,,,,,,,,,,,,,,,,,,
2.01.04,Empréstimos e Financiamentos,,,,,,,,,,,,,,,,,,,,,,
2.01.05,Outras Obrigações,,,,,,,,,,,,,,,,,,,,,,
2.01.06,Provisões,,,,,,,,,,,,,,,,,,,,,,
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,,,,,,,,,,,,,,,,,
2.02,Passivo Não Circulante,2284707.0,2199996.0,2422543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55338261.0,56382509.0,58159773.0
2.02.01,Empréstimos e Financiamentos,0.0,0.0,0.0,,,,,,,,,,,,,,,,,33107680.0,36746468.0,41025719.0
2.02.02,Outras Obrigações,2196731.0,1571911.0,1581776.0,,,,,,,,,,,,,,,,,4649999.0,3100001.0,2802305.0
2.02.03,Tributos Diferidos,11455.0,348092.0,684787.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2.02.04,Provisões,76521.0,145892.0,155980.0,,,,,,,,,,,,,,,,,17580582.0,16536040.0,14331749.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,134101.0,0.0,,,,,,,,,,,,,,,,,,,
2.02.06,Lucros e Receitas a Apropriar,,,,,,,,,,,,,,,,,,,,,,
2.03,Patrimônio Líquido Consolidado,18564415.0,19910925.0,17403156.0,20624024.0,24180818.0,28470272.0,35916545.0,38296067.0,40629221.0,40975366.0,42599865.0,44305047.0,43907578.0,41396998.0,44802425.0,49724963.0,52789590.0,52542777.0,51994014.0,828792.0,917465.0,1036468.0
2.03.01,Capital Social Realizado,11734565.0,13790325.0,10321635.0,9145086.0,11394051.0,12818688.0,20499655.0,21438592.0,22247327.0,21593790.0,19376341.0,18327205.0,19840292.0,21227082.0,20947795.0,20666629.0,19235683.0,17648466.0,15162250.0,751801.0,862018.0,
2.03.02,Reservas de Capital,2000264.0,2220741.0,4240618.0,7723625.0,8661733.0,10054757.0,4633082.0,5461068.0,5696268.0,6179148.0,11367258.0,14008142.0,12125599.0,6722505.0,10221311.0,12735262.0,16650955.0,18298695.0,20971215.0,76991.0,55447.0,981776.0
2.03.03,Reservas de Reavaliação,4004143.0,3155708.0,2249555.0,1976235.0,1884941.0,8784.0,9380408.0,10150881.0,11374767.0,11885240.0,10618218.0,10788565.0,10938569.0,12403826.0,13039005.0,15712914.0,16395752.0,16068652.0,15499197.0,,,54692.0
2.03.04,Reservas de Lucros,154752.0,174502.0,189804.0,1249961.0,1868324.0,5346049.0,812045.0,1245526.0,1310859.0,1317188.0,773639.0,,,0.0,361278.0,379688.0,313387.0,310280.0,229879.0,,,
2.03.05,Lucros/Prejuízos Acumulados,78209.0,0.0,0.0,416401.0,371769.0,241994.0,9329.0,,,,10987.0,,,0.0,13046.0,13529.0,14010.0,14524.0,15069.0,,,
2.03.06,Ajustes de Avaliação Patrimonial,102786.0,155796.0,197184.0,112716.0,,0.0,582026.0,,,,453422.0,1181135.0,1003118.0,1043585.0,219990.0,216941.0,179803.0,202160.0,116404.0,,,
2.03.07,Ajustes Acumulados de Conversão,489696.0,413853.0,204360.0,0.0,,0.0,,,,,,,,,,,,,,,,
2.03.08,Outros Resultados Abrangentes,,,,,,,,,,,,,,,,,,,,,,
2.03.09,Participação dos Acionistas Não Controladores,,,,,,,,,,,,,,,,,,,,,,
