cd_conta_padrao,ds_conta_padrao,2015-T1,2015-T2,2015-T3,2015-T4,2016-T1,2016-T2,2016-T3,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,550568086.0,565644421.0,611157942.0,605394528.0,592751088.0,605448235.0,611882113.0,634393240.0,624757296.0,633473583.0,651368093.0,645703039.0,673666255.0,696437348.0,703837221.0,723865007.0,705033056.0,737602601.0,753262492.0,762237452.0,830398300.0,863125199.0,891910536.0,936201485.0,944800829.0,929324375.0,945582440.0,931208396.0,950925644.0,969851763.0,985777177.0,985450829.0,1025113074.0,1058204534.0,1126953893.0,1115652776.0,1134125222.0,1189995630.0,1228927671.0,1238796810.0,1252506194.0,1240333567.0,1263370224.0
02.01,Captação de Clientes (Vista),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.02,Captação de Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.03,Recursos a Custo Amortizado,407544051.0,428106031.0,458795394.0,457281656.0,448055650.0,449904343.0,453777078.0,471579467.0,459830813.0,471143908.0,477381455.0,478880704.0,502721707.0,539336824.0,538370721.0,547295169.0,538695815.0,554148727.0,567084616.0,575230401.0,636703959.0,663451250.0,0.0,707288791.0,723857756.0,719513427.0,1477717158.0,750093694.0,1516534644.0,1564343893.0,1584732555.0,795284100.0,828300045.0,851865956.0,922406946.0,910550506.0,913967778.0,956994933.0,993079648.0,1001581240.0,1014690187.0,991712075.0,994036755.0
02.03.01,Depósitos Totais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.04,Obrigações por Títulos e Valores,79021153.0,85677436.0,94296697.0,94658300.0,91534940.0,95093892.0,98831500.0,99842955.0,89780483.0,79599258.0,71943523.0,70247012.0,74758674.0,70129394.0,74390325.0,,,78216953.0,,,,,0.0,0.0,,61592427.0,,0.0,,,,795284100.0,,0.0,0.0,910550506.0,705473648.0,129409138.0,0.0,1001581240.0,143949584.0,0.0,0.0
02.05,Provisões Contingentes,7152835.0,7990866.0,8512784.0,8713024.0,9093135.0,8964330.0,8891103.0,9065864.0,9732435.0,10413490.0,10712039.0,10063459.0,10836206.0,11044773.0,11291100.0,0.0,0.0,11244851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9034514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300055.0,0.0,0.0
02.07,Patrimônio Líquido (PL),79750403.0,85063880.0,82164940.0,79835284.0,83382881.0,85770313.0,88543122.0,84812559.0,87953092.0,88540741.0,90658370.0,87087601.0,88332277.0,89273563.0,91680636.0,91595460.0,94207683.0,96580373.0,100221532.0,97209161.0,99694063.0,101187601.0,207617046.0,212179744.0,105298218.0,106379472.0,105880581.0,211948990.0,106380380.0,108267908.0,110154019.0,221360352.0,112529100.0,113097769.0,113750372.0,229712708.0,115831175.0,117573503.0,118462810.0,239654264.0,121946441.0,123265240.0,125149258.0
02.07.01,Capital Social,138466985.0,143587771.0,142102108.0,140531754.0,142221376.0,143513263.0,145722757.0,142434855.0,144446327.0,145919096.0,147148558.0,144425075.0,145489086.0,147490490.0,150044830.0,148881738.0,151394010.0,153765854.0,99596053.0,96736290.0,100302840.0,101008764.0,104407684.0,106205067.0,55000000.0,55000000.0,55000000.0,109046574.0,55000000.0,55000000.0,55000000.0,114669276.0,55000000.0,55000000.0,55000000.0,118421219.0,55000000.0,65000000.0,65000000.0,126199224.0,65000000.0,65000000.0,65000000.0
02.07.05,Reservas de Lucros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47778019.0,44848140.0,41371660.0,0.0,-3000000.0,-4700000.0,-6400000.0,0.0,-1700000.0,-3200000.0,-4700000.0,0.0,131217662.0,-880182.0,59914384.0,0.0,61074998.0,61528813.0,63356245.0
