codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,9.2356,0.7781,0.0147,0.041,9.4402,8.5244,5.9447,3.9201,5.2964,5.1576,5.9144,5.965
P_VPA,P/VPA,Valuation,x,-828.9787,-0.0838,0.4533,0.1264,3.0588,1.9432,1.3124,1.3094,1.6486,1.4157,1.1118,1.1213
EV_EBITDA,EV/EBITDA,Valuation,x,12.078,8.3794,3.898,,6.8323,12.4006,6.2046,3.1301,3.4904,3.2949,2.9853,3.0163
EV_EBIT,EV/EBIT,Valuation,x,12.894,11.3622,4.8091,,7.8102,16.0071,7.097,3.6224,3.8191,3.7588,4.0053,4.047
EV_RECEITA,EV/Receita,Valuation,x,1.5628,0.4667,0.3697,,1.3481,1.622,1.0668,0.7335,0.8157,0.8167,0.7218,0.7293
DY,Dividend Yield,Valuation,%,,,,,,,,3.1754,2.8664,6.1849,10.0599,9.9745
PAYOUT,Payout,Valuation,%,,,,,,,,12.5386,15.3072,32.2308,52.6473,52.6473
ROE,ROE,Rentabilidade,%,-7500.0,-181.9262,-302.3228,108.0432,41.217,25.7657,24.8591,38.3273,35.5893,29.7268,22.2344,22.2344
ROA,ROA,Rentabilidade,%,10.2594,13.584,20.0928,7.6272,8.8228,8.3941,9.1922,16.0918,19.9093,21.6935,16.6225,16.6225
ROIC,ROIC,Rentabilidade,%,15.988,8.3621,13.2179,24.7059,17.3846,6.447,10.9723,21.7912,28.9579,26.0886,18.7734,18.7734
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,12.939,5.5693,9.4842,13.8051,19.7306,13.08,17.1942,23.4335,23.3705,24.7861,24.1783,24.1783
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,9.6006,12.0801,17.2563,6.7276,9.1941,14.0749,11.492,12.8843,15.6549,17.4513,16.771,16.771
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,3.8768,8.1815,3.7742,1.5571,1.6157,3.1919,2.2314,0.9591,-0.0868,-0.3742,-0.6448,-0.6448
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-391.8607,-3.4656,13.8229,2.2073,0.9473,0.6736,0.737,0.5784,-0.04,-0.1444,-0.1975,-0.1975
ICJ,ICJ,Endividamento,x,0.4479,0.2263,0.5219,0.7166,1.1915,0.7513,1.1807,1.8937,2.3973,18.4096,10.5008,10.5008
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,89.1878,94.1638,94.0543,78.2654,62.5403,54.6358,63.8155,35.6604,69.6806,38.7875,56.5939,56.5939
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.7542,0.6223,0.7584,0.8485,1.126,0.9549,1.0788,1.6978,2.2196,2.8155,3.0388,3.0388
LIQ_SECA,Liquidez Seca,Liquidez,x,0.5365,0.3595,0.4777,0.5656,0.7565,0.6783,0.8383,1.2029,1.7787,2.237,2.6163,2.6163
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.7664,0.6268,0.7514,0.8263,0.9435,1.0736,1.17,1.2715,2.1858,2.7958,3.177,3.177
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.0686,1.2338,1.1706,1.1514,0.9038,0.5558,0.7533,1.1395,1.3682,1.1869,0.9931,0.9931
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,161.4807,133.3945,143.4746,124.9721,154.9582,176.3375,129.8654,120.3376,85.399,100.8594,109.1851,109.1851
PME,PME,Eficiência,dias,109.8566,122.6112,109.0053,92.7943,105.9705,126.9235,83.1681,79.234,43.5989,58.2773,50.6031,50.6031
NCG_RECEITA,NCG/Receita,Eficiência,%,23.7935,12.3384,17.6159,7.6363,24.0097,17.8231,27.6212,23.2362,14.9231,15.9411,19.0324,19.0324
