codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,5.689,4.703,8.3083,8.6999,6.7449,10.4746,11.2729
P_VPA,P/VPA,Valuation,x,3.0533,1.9094,3.1224,4.204,3.37,5.574,5.9988
EV_EBITDA,EV/EBITDA,Valuation,x,7.5272,2.6893,5.146,6.0371,4.6818,7.1929,7.7694
EV_EBIT,EV/EBIT,Valuation,x,8.0312,2.9477,5.6638,6.5512,4.8596,7.5711,8.1779
EV_RECEITA,EV/Receita,Valuation,x,1.5788,0.6382,1.0775,1.3209,1.0145,1.7355,1.8746
DY,Dividend Yield,Valuation,%,,11.7039,5.4888,7.8879,11.0324,6.9078,6.4187
PAYOUT,Payout,Valuation,%,,52.3287,43.1731,66.7069,69.6721,64.9899,64.9899
ROE,ROE,Rentabilidade,%,29.5769,45.6733,43.1217,52.8728,60.5945,67.6696,67.6696
ROA,ROA,Rentabilidade,%,11.5521,14.8638,12.9139,16.8276,18.8072,20.2915,20.2915
ROIC,ROIC,Rentabilidade,%,30.4213,56.7156,49.785,62.1426,61.498,63.6517,63.6517
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,20.9745,23.7317,20.9387,21.8801,21.6694,24.128,24.128
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,16.5983,18.139,15.4362,17.1719,17.7982,19.4011,19.4011
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.6422,-0.7281,-0.6526,-0.6,-0.5052,-0.3721,-0.3721
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.24,-0.4068,-0.3514,-0.3801,-0.3282,-0.2742,-0.2742
ICJ,ICJ,Endividamento,x,9.5823,7.5707,4.8542,5.812,5.9759,5.7525,5.7525
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,33.1417,17.3863,25.137,20.261,21.1753,11.3907,11.3907
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.2466,1.6804,1.9331,2.0336,2.181,1.9968,1.9968
LIQ_SECA,Liquidez Seca,Liquidez,x,1.7976,1.2441,1.4319,1.444,1.5344,1.4337,1.4337
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.5994,1.3334,1.3916,1.4075,1.4046,1.3911,1.3911
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.696,0.6691,0.8066,0.9334,0.9048,0.8904,0.8904
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,311.036,268.4248,215.244,154.4336,124.3215,114.4339,114.4339
PME,PME,Eficiência,dias,135.8381,160.2011,135.5936,128.967,120.5588,113.9164,113.9164
NCG_RECEITA,NCG/Receita,Eficiência,%,35.9298,7.7883,14.5092,8.8932,6.8463,1.5599,1.5599
