cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
2,Passivo Total,1388864529.0,1387215686.0,1353075042.0,1396507474.0,1452266807.0,1693794003.0,1899340511.0,1998422303.0,2047387293.0,2096035145.0,2007727977.0,2089927595.0,2075762530.0,2226283389.0,2153878452.0,2283160278.0,2330349036.0,2436404436.0,2398719197.0,2427051877.0,2441421369.0,2540770431.0
02.01,Captação de Clientes (Vista),,,,,,,,,,,,,,,,,,,,,,
02.02,Captação de Mercado,,,,,,,,,,,,,,,,,,,,,,
02.03,Recursos a Custo Amortizado,1210152764.0,1189577620.0,1164950712.0,1201107729.0,1220561201.0,1500172488.0,1679166834.0,1765987865.0,1809265598.0,1849990668.0,1753201995.0,1831045817.0,1815553394.0,1962026638.0,1884405380.0,2012588389.0,2050390893.0,2147475304.0,2102659213.0,2135864062.0,2146763038.0,2236652913.0
02.03.01,Depósitos Totais,,,,,,,,,,,,,,,,,,,,,,
02.04,Obrigações por Títulos e Valores,745400134.0,742984800.0,714224985.0,714666114.0,706099895.0,801899115.0,914514730.0,1001177331.0,979599118.0,994560824.0,893061723.0,983271280.0,662304759.0,785827953.0,651190724.0,761098025.0,767939195.0,829876734.0,724024327.0,749565355.0,725470672.0,795250103.0
02.05,Provisões Contingentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02.07,Patrimônio Líquido (PL),86229994.0,90076693.0,101238428.0,104539971.0,109971379.0,255722568.0,292220466.0,303952434.0,311573486.0,315651920.0,326154246.0,336266624.0,334342656.0,341392446.0,347140652.0,360438660.0,366958304.0,371697094.0,368472688.0,374030422.0,372896276.0,374299760.0
02.07.01,Capital Social,128100000.0,142100000.0,142100000.0,142100000.0,142100000.0,98100023.0,98100023.0,98100023.0,98100023.0,97100023.0,97100023.0,97100023.0,127100000.0,126100000.0,126100000.0,126100000.0,126100000.0,125100000.0,125100000.0,125100000.0,125100000.0,124100000.0
02.07.05,Reservas de Lucros,29031090.0,27646569.0,35280691.0,42612582.0,53814656.0,39198468.0,51180290.0,48686928.0,59903096.0,56832314.0,70142173.0,66948629.0,50541777.0,47309582.0,61154159.0,57306668.0,71161077.0,67322014.0,81215405.0,78325478.0,76225175.0,75822095.0
