codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,1119.0904,1274.1907,-182.2581,-206.8966,-0.3747,-0.1923,-0.1546
P_VPA,P/VPA,Valuation,x,158.0478,100.07,19.5695,0.9823,1.7146,-14.8257,-11.9194
EV_EBITDA,EV/EBITDA,Valuation,x,668.6826,367.5132,67.7302,5.356,-2.859,-5.9375,-5.1902
EV_EBIT,EV/EBIT,Valuation,x,745.5244,483.8786,84.6616,6.6168,-2.1126,-4.8595,-4.2479
EV_RECEITA,EV/Receita,Valuation,x,69.3495,40.4622,7.3197,0.618,1.0324,5.7059,4.9877
DY,Dividend Yield,Valuation,%,,,0.0916,,,,
PAYOUT,Payout,Valuation,%,,,17.108,,,,
ROE,ROE,Rentabilidade,%,11.7153,7.0395,9.8393,10.5349,138.8832,300.4518,300.4518
ROA,ROA,Rentabilidade,%,4.7751,2.5351,2.7017,2.7362,29.272,45.0275,45.0275
ROIC,ROIC,Rentabilidade,%,9.5179,8.7651,8.5909,9.8614,-34.4978,-43.1669,-43.1669
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,10.3711,11.0097,10.8071,11.5392,-36.1116,-96.0992,-96.0992
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,5.1251,2.7831,3.7551,3.7631,61.5953,147.8288,147.8288
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.0014,2.0671,2.8297,1.9342,-2.2113,-2.1252,-2.1252
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.4745,0.566,0.8532,0.5553,5.8536,-8.265,-8.265
ICJ,ICJ,Endividamento,x,0.8726,0.7483,0.4221,0.5146,-1.8827,-2.3587,-2.3587
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,60.3928,6.2854,14.2652,32.3994,94.6721,7.262,7.262
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.7698,2.7991,1.9494,1.6066,0.5134,1.3851,1.3851
LIQ_SECA,Liquidez Seca,Liquidez,x,1.1145,1.6696,0.9713,1.1061,0.3586,0.8033,0.8033
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.2454,1.011,0.9574,1.0269,0.6291,0.4563,0.4563
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.9317,0.8051,0.654,0.7054,0.6405,0.4313,0.4313
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,111.4945,76.6665,160.1325,173.1871,145.926,203.901,203.901
PME,PME,Eficiência,dias,113.2691,131.1867,215.7695,125.0515,84.097,134.5924,134.5924
NCG_RECEITA,NCG/Receita,Eficiência,%,33.1046,19.1162,18.7325,18.1636,7.969,35.9153,35.9153
