codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,18176450.64,12795973.48,24699617.95,14178410.92,11137529.54,4526627.46,5563384.33,6767491.73,4845001.62,15893637.73,8150918.92,6513875.83,2142768.2,1275375.63,518590.6,611012.69,528859.72
P_L,P/L,Valuation,x,87.1041,72.0928,107.4298,165.8332,218.0324,-126.5694,-63.216,-111.9741,170.8212,-141.4516,-18.8593,-90.7807,-4.1256,-2.4491,-1.6422,37.9747,32.8688
P_VPA,P/VPA,Valuation,x,22.0844,14.9178,23.7714,12.7994,9.6356,4.0454,5.4994,7.0521,4.9761,11.1927,8.2173,6.517,4.1431,2730.9971,1.8221,2.0682,1.7901
EV_EBITDA,EV/EBITDA,Valuation,x,37.1537,32.8644,39.4702,28.2852,30.5612,11.1045,16.7534,27.5395,13.0762,56.3836,-48.9468,88.0916,-21.5178,-8.0365,-223.5054,4.1827,3.9397
EV_EBIT,EV/EBIT,Valuation,x,63.6946,47.3953,70.8643,71.2624,60.4764,71.7215,637.7178,65.3577,19.5165,249.3223,-30.9787,1606.2646,-13.9365,-6.7751,-24.4802,5.6122,5.2861
EV_RECEITA,EV/Receita,Valuation,x,8.7748,5.3621,8.7532,4.7506,3.5203,1.6029,2.0912,2.5436,1.977,5.7895,4.24,3.0549,1.2238,1.1885,0.7655,0.9469,0.8919
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,25.354,21.1199,24.2421,7.9652,4.5133,-3.1443,-8.2612,-6.1319,2.9342,-9.3882,-35.8382,-7.2062,-68.4881,-201.1985,-221.5445,5.6069,5.6069
ROA,ROA,Rentabilidade,%,10.1235,7.8993,9.4357,3.4083,1.84,-1.2315,-3.2141,-2.2071,0.9462,-3.1289,-11.7004,-2.1133,-15.9121,-18.736,-14.4917,0.7772,0.7772
ROIC,ROIC,Rentabilidade,%,21.9388,15.2395,15.3745,8.2988,7.1692,2.8032,0.4366,4.9033,11.5989,1.9953,-10.1067,0.1441,-9.161,-27.9672,-3.4545,15.1385,15.1385
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,23.6175,16.3158,22.1767,16.7954,11.5189,14.4349,12.4824,9.236,15.1188,10.268,-8.6625,3.4678,-5.6872,-14.7884,-0.3425,22.6378,22.6378
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,10.0533,7.2437,7.9904,2.7607,1.5273,-1.13,-3.0849,-2.1018,1.0261,-3.8981,-20.2016,-2.8412,-18.8872,-31.6356,-22.6829,1.0773,1.0773
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.0759,0.8575,0.7627,1.027,1.652,1.1961,1.1302,2.0584,1.4826,2.6828,-4.9658,13.7136,-7.8167,-2.7974,-114.7406,2.3755,2.3755
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.0452,0.3997,0.4684,0.4822,0.5506,0.4884,0.3978,0.5697,0.6364,0.5592,0.9278,1.2016,2.3637,1458.1777,1.9222,2.7186,2.7186
ICJ,ICJ,Endividamento,x,4.3424,0.9903,2.9014,1.5674,0.9709,0.2661,0.0434,0.6658,2.1013,1.9159,-1.7521,0.0257,-0.7663,-1.1414,-0.1577,0.6664,0.6664
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,88.2241,30.2147,11.6153,13.4704,32.2339,33.1509,13.4198,57.9303,36.5421,44.7713,48.8108,44.5234,39.9102,38.793,35.4122,33.9366,33.9366
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.4936,2.304,2.7736,2.4524,2.1255,2.2424,2.1921,1.4497,1.4415,1.5357,1.2215,1.2427,1.0908,0.5913,0.6515,0.7042,0.7042
LIQ_SECA,Liquidez Seca,Liquidez,x,1.2575,1.9243,2.1667,1.9569,1.7269,1.8456,1.7259,1.1214,1.1787,1.2502,1.0336,0.9845,0.824,0.5018,0.3576,0.3418,0.3418
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.3154,1.1868,1.313,1.2768,1.2407,1.286,1.2761,1.2737,1.289,1.2252,1.094,1.1009,0.9293,0.747,0.8423,0.8816,0.8816
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.007,1.0073,1.1789,1.2021,1.1239,1.1175,1.0789,1.0151,0.8741,0.717,0.6353,0.7377,0.8857,0.6708,0.7311,0.701,0.701
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,118.4154,129.836,139.2795,133.0438,131.3006,119.5501,92.0028,115.7967,67.4592,87.2371,65.231,92.7554,46.286,-140.9805,-18.3055,1.2227,1.2227
PME,PME,Eficiência,dias,80.3526,80.8601,90.1586,74.249,75.4229,66.3594,79.0407,100.3641,85.0186,102.519,73.7813,98.9008,81.9815,62.6505,132.1388,164.3768,164.3768
NCG_RECEITA,NCG/Receita,Eficiência,%,21.8816,25.3915,30.5302,27.5126,27.2426,26.6831,19.4944,24.2481,21.0436,27.1808,23.5352,29.1637,17.2303,-27.7707,-12.5055,-1.7868,-1.7868
