cd_conta,ds_conta,2015T2,2015T3,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.02,Custo dos Bens e/ou Serviços Vendidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.03,Resultado Bruto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04,Despesas/Receitas Operacionais,0.0,314657.0,308235.0,278332.0,301900.0,320973.0,364010.0,375810.0,351920.0,358611.0,432420.0,365295.0,396883.0,477907.0,446995.0,432686.0,487661.0,341723.0,462260.0,436451.0,605944.0,520827.0,486672.0,477328.0,584514.0,637149.0,629720.0,758887.0,867018.0,1065796.0,919197.0,952865.0,1062175.0,1016991.0,979601.0,762400.0,1192223.0,1288799.0,1152668.0,1112528.0,1232609.0
3.04.01,Despesas com Vendas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.02,Despesas Gerais e Administrativas,0.0,-556.0,-2217.0,-4126.0,-6312.0,-8551.0,-6669.0,-7482.0,-8903.0,-14778.0,-8156.0,-10933.0,-14468.0,-11947.0,-10461.0,-11111.0,-11702.0,-11265.0,-16786.0,-11807.0,-12319.0,-13194.0,-13579.0,-19665.0,-15966.0,-20353.0,-22135.0,-24184.0,-24123.0,-29860.0,-26198.0,-29655.0,-30628.0,-23555.0,-36006.0,-32228.0,-29870.0,-28513.0,-37474.0,-35135.0,-38771.0
3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.04,Outras Receitas Operacionais,0.0,64942.0,88568.0,69382.0,80498.0,89637.0,137613.0,126909.0,132954.0,109008.0,202770.0,155935.0,152860.0,185108.0,181908.0,184415.0,192286.0,87724.0,173068.0,157080.0,326701.0,237841.0,194942.0,192604.0,329650.0,331238.0,280291.0,340625.0,436881.0,324449.0,416353.0,390808.0,406659.0,425163.0,444428.0,447420.0,542688.0,529444.0,460451.0,437957.0,480363.0
3.04.04.01,Receitas de Acesso à Rede e Uso da Marca,,,,,,328085.0,,,,506484.0,,,,666412.0,,,192286.0,454047.0,173068.0,157080.0,326701.0,237841.0,78898.0,46477.0,38120.0,17383.0,41505.0,32137.0,33560.0,34445.0,40329.0,38282.0,38471.0,40168.0,51791.0,40830.0,41233.0,74959.0,55911.0,43266.0,42755.0
3.04.04.02,Receitas de prestação de serviços,,,,,,,,,,,,,,30261.0,,,,0.0,,,,0.0,116044.0,167785.0,315770.0,343384.0,285486.0,378664.0,499570.0,382074.0,433172.0,442674.0,472384.0,489091.0,491384.0,504478.0,531908.0,593432.0,558666.0,541868.0,592334.0
