cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,57902.248,60496.634,57814.503,45747.222,49166.345,64403.477,61084.556,43363.896,51849.196,62197.348,70390.34,55739.77,57508.662,74538.887,81870.577,56812.217,65807.711,78745.474,82800.356,61443.323,71474.707,90497.227,107303.258,98372.11,110024.402,149674.305,179398.111,142656.404,178295.801,225210.45,228709.898,166399.373,162601.686,168531.369,145602.906,96101.257,101651.886,131638.674,152638.537,121035.209,115330.718,153913.656,154017.242
3.02,Custo dos Bens e/ou Serviços Vendidos,-41027.725,-45145.121,-42451.175,-36340.343,-40235.244,-50212.103,-43645.93,-33720.98,-42373.378,-47784.046,-52975.862,-41429.146,-44062.541,-53644.46,-60011.739,-46883.028,-51486.392,-62928.716,-62129.85,-48072.662,-51232.159,-62470.32,-75189.691,-67693.722,-77422.877,-108368.386,-130132.097,-102991.88,-131812.985,-154832.942,-156263.568,-113505.069,-112040.597,-120899.505,-106130.23,-77374.989,-83366.766,-104044.508,-112520.936,-92516.377,-87835.981,-118735.089,-118298.604
3.03,Resultado Bruto,16874.523,15351.513,15363.328,9406.879,8931.101,14191.374,17438.626,9642.916,9475.818,14413.302,17414.478,14310.624,13446.121,20894.427,21858.838,9929.189,14321.319,15816.758,20670.506,13370.661,20242.548,28026.907,32113.567,30678.388,32601.525,41305.919,49266.014,39664.524,46482.816,70377.508,72446.33,52894.304,50561.089,47631.864,39472.676,18726.268,18285.12,27594.166,40117.601,28518.832,27494.737,35178.567,35718.638
3.04,Despesas/Receitas Operacionais,-11220.645,-11857.294,-11985.02,-11080.352,-10113.788,-12854.239,-13183.563,-11367.855,-10228.915,-11655.208,-12804.564,-13358.718,-11608.122,-12528.697,-13927.504,-11733.732,-10331.307,-12655.087,-12676.291,-11262.564,-10542.507,-1512.002,-13577.251,-15175.381,-16693.838,-22805.441,-25237.539,-21736.927,-26001.473,-33050.574,-33795.205,-27060.847,-24234.495,-26636.873,-23333.703,-106.644,-16338.513,-21398.968,-24071.786,-20457.009,-19863.737,-24466.03,-22556.998
3.04.02,Despesas Gerais e Administrativas,-4242.944,-4560.096,-4169.959,-4313.781,-3837.067,-4466.395,-4493.843,-5006.735,-4010.778,-4312.814,-4640.676,-5183.055,-4484.818,-4796.376,-4964.401,-5070.838,-4691.666,-4962.628,-4802.094,-5381.338,-4210.687,-11280.255,-6556.777,-7246.547,-6376.109,-7897.728,-7323.584,-7888.711,-8443.927,-10482.287,-11079.351,-11337.455,-10275.43,-11920.331,-10094.436,-11609.956,-6982.091,-8528.53,-9455.181,-8543.675,-8491.201,-9305.073,-9393.375
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,-1384.011,-3.649,0.0,-106.065,-43.413,-493.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.079,-30.079,0.0,0.0,0.0,0.0,0.0,-139.737,-606.991,-746.728,-74.507,-293.894,-272.03,-603.009,-301.71,-353.284,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,5653.878,3494.219,3378.308,-1673.473,-1182.687,1337.135,4255.063,-1724.939,-753.097,2758.094,4609.914,951.906,1837.999,8365.73,7931.334,-1804.543,3990.012,3161.671,7994.215,2108.097,9700.041,29538.909,18536.316,12479.003,15907.687,18500.478,24028.475,17927.597,20481.343,37326.934,38651.125,25833.457,26326.594,20994.991,16138.973,18832.912,1946.607,6195.198,16045.815,8061.823,7631.0,10712.537,13161.64
3.06,Resultado Financeiro,1993.558,4697.646,1015.584,3694.78,4847.427,2906.618,3782.723,3637.317,2565.364,1075.735,2723.997,1444.571,2453.648,-1478.725,1581.788,2573.434,2355.347,1751.771,-641.313,3164.312,-10219.802,18163.914,355.427,4832.664,-752.12,3796.058,-4167.462,134.458,3888.345,-1706.067,2102.506,4374.054,2588.057,3546.884,5077.559,17358.322,3448.253,2057.475,4604.966,1422.006,5958.68,4878.563,4915.284
3.06.01,Receitas Financeiras,10558.018,10877.765,12326.621,9052.595,12177.003,9324.548,6831.862,7939.055,5538.024,4016.711,5059.183,3644.118,4833.361,4423.49,7275.154,6664.242,4481.704,3564.608,4382.142,7735.369,6865.445,25919.474,6633.361,9236.542,4587.32,8634.938,4891.353,5074.857,11557.085,11375.975,8115.366,8552.1,6672.387,8211.89,9221.383,20349.732,5651.64,7500.757,8432.383,8837.53,9185.107,8837.428,8843.364
3.06.02,Despesas Financeiras,-8564.46,-6180.119,-11311.037,-5357.815,-7329.576,-6417.93,-3049.139,-4301.738,-2972.66,-2940.976,-2335.186,-2199.547,-2379.713,-5902.215,-5693.366,-4090.808,-2126.357,-1812.837,-5023.455,-4571.057,-17085.247,-7755.56,-6277.934,-4403.878,-5339.44,-4838.88,-9058.815,-4940.399,-7668.74,-13082.042,-6012.86,-4178.046,-4084.33,-4665.006,-4143.824,-2991.41,-2203.387,-5443.282,-3827.417,-7415.524,-3226.427,-3958.865,-3928.08
3.07,Resultado Antes dos Tributos sobre o Lucro,7647.436,8191.865,4393.892,2021.307,3664.74,4243.753,8037.786,1912.378,1812.267,3833.829,7333.911,2396.477,4291.647,6887.005,9513.122,768.891,6345.359,4913.442,7352.902,5272.409,-519.761,47702.823,18891.743,17311.667,15155.567,22296.536,19861.013,18062.055,24369.688,35620.867,40753.631,30207.511,28914.651,24541.875,21216.532,36191.234,5394.86,8252.673,20650.781,9483.829,13589.68,15591.1,18076.924
