codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-6.2545,6.4959,-12.9261,-6.676,247.5836,6.2102,9.1999,10.7299,10.1318,-1.8683,-3.7239,-2.9304
P_VPA,P/VPA,Valuation,x,-6.3291,4.0639,26.0815,-4.8543,-17.2654,5.3911,8.7639,6.8416,6.6939,34.4664,0.3746,0.2948
EV_EBITDA,EV/EBITDA,Valuation,x,7.2476,6.2588,7.7344,11.167,7.4353,5.4129,5.8148,5.7626,6.4839,7.6722,3.4378,3.397
EV_EBIT,EV/EBIT,Valuation,x,7.2476,6.2588,7.7344,11.167,7.4353,5.4129,5.8148,5.7626,6.4839,7.6722,3.4378,3.397
EV_RECEITA,EV/Receita,Valuation,x,0.7014,0.5754,0.6323,0.4645,0.6349,0.5003,0.4389,0.4508,0.4943,0.5468,0.2433,0.2404
DY,Dividend Yield,Valuation,%,,,1.5075,,,0.7018,1.9894,0.8168,1.3194,,,
PAYOUT,Payout,Valuation,%,,,9.9565,,,4.5596,19.0436,9.0634,14.7271,,,
ROE,ROE,Rentabilidade,%,-209.0036,279.9813,94.6424,-1099.6335,-5.5448,249.6703,80.1603,76.3199,45.9376,418.8203,122.3529,122.3529
ROA,ROA,Rentabilidade,%,9.624,2.2585,2.6905,10.2288,0.124,4.6231,3.2378,3.1592,1.5823,4.4215,4.7995,4.7995
ROIC,ROIC,Rentabilidade,%,15.6983,14.8134,11.1246,7.7161,16.8514,19.6637,19.8818,20.6166,14.187,10.2009,17.5674,17.5674
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,9.6774,9.1928,8.1755,4.1598,8.5388,9.2432,7.5483,7.8225,7.6239,7.1264,7.0778,7.0778
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,8.3987,2.0214,2.319,7.8001,0.0944,3.5921,2.2209,2.1146,1.4708,4.5901,3.8009,3.8009
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,4.6195,3.8668,5.861,9.0,4.1092,2.8881,2.9983,2.7628,4.3305,6.4341,3.2466,3.2466
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-11.1249,6.5697,81.5969,-20.1604,-21.3307,6.1669,9.3295,6.3012,13.4611,179.1071,6.3609,6.3609
ICJ,ICJ,Endividamento,x,0.5198,0.6265,0.7642,0.2625,0.8813,1.344,1.3349,1.0904,0.9781,0.4953,0.7337,0.7337
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,22.0679,20.4615,22.7695,34.8149,27.3686,19.0076,11.1037,15.0942,17.6025,16.9849,17.1452,17.1452
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.6477,2.0132,1.8625,1.3596,1.4693,1.7647,1.902,1.5974,1.8607,1.4757,1.3505,1.3505
LIQ_SECA,Liquidez Seca,Liquidez,x,1.5049,1.8516,1.6794,1.244,1.3423,1.6086,1.6097,1.3934,1.6537,1.2276,1.15,1.15
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.6433,0.7305,0.6491,0.6509,0.6595,0.7463,0.7448,0.6915,0.751,0.6136,0.6833,0.6833
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.1459,1.077,1.0167,1.2644,1.2939,1.1467,1.3436,1.4476,0.9405,0.8084,1.1322,1.1322
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,36.5021,23.7864,37.1475,38.9648,26.6611,16.7596,16.2893,8.5669,4.2966,17.4086,1.7374,1.7374
PME,PME,Eficiência,dias,30.2181,27.6453,34.1922,22.8702,24.7372,31.1924,41.6648,29.8574,34.9106,54.9839,36.3753,36.3753
NCG_RECEITA,NCG/Receita,Eficiência,%,8.0613,8.7829,14.7454,8.6402,6.0691,3.6008,2.6521,-0.4408,-1.8401,-4.3088,-5.7407,-5.7407
