codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,1.6505,4.5664,4.9447,21.5763,22.5175,15.0056,6.8624,6.0135,11.6019,4.2162,4.9556,5.8427
P_VPA,P/VPA,Valuation,x,0.2909,0.3788,0.6904,0.9655,1.9187,1.4742,0.656,0.4333,0.5885,0.353,0.3454,0.4072
EV_EBITDA,EV/EBITDA,Valuation,x,1.5881,5.1213,4.5471,564.2085,27.2784,18.6625,6.4279,7.1349,14.8006,6.1414,4.2436,4.9395
EV_EBIT,EV/EBIT,Valuation,x,1.5881,5.1677,4.5613,808.9332,27.4595,18.8818,6.4503,7.1978,15.1411,6.2492,4.2689,4.9691
EV_RECEITA,EV/Receita,Valuation,x,0.7631,1.5153,1.4736,5.4838,7.5138,5.3651,2.0858,1.539,2.6431,1.3391,1.1882,1.3831
DY,Dividend Yield,Valuation,%,20.6666,13.4787,31.1785,2.9766,0.2818,0.7077,2.1705,5.8061,1.0857,9.1965,11.205,9.5038
PAYOUT,Payout,Valuation,%,36.596,62.5221,152.7134,74.1807,7.0922,10.3973,13.7593,33.38,12.2163,36.9755,36.1673,36.1673
ROE,ROE,Rentabilidade,%,16.4281,8.3706,13.3658,3.9282,9.0114,10.4468,10.6322,7.6809,5.3244,8.9426,10.9666,10.9666
ROA,ROA,Rentabilidade,%,13.5055,6.8246,10.9205,3.3617,8.0127,9.2307,9.2349,6.4493,4.3126,6.9451,8.3607,8.3607
ROIC,ROIC,Rentabilidade,%,10.1681,4.2042,9.3378,0.0783,5.7099,5.7329,5.8395,3.6817,2.6004,4.2045,5.6502,5.6502
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,48.0512,29.5872,32.4079,0.9719,27.5448,28.7479,32.4488,21.5704,17.8578,21.804,28.0005,28.0005
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,54.5789,40.5926,36.872,26.1438,36.1095,44.3108,47.2025,30.5109,22.7199,27.4724,33.7273,33.7273
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.4232,-1.2427,-1.0257,-106.1443,-5.711,-3.9818,-2.7937,-0.9971,0.4854,1.0755,0.3557,0.3557
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.0612,-0.074,-0.1271,-0.1529,-0.3322,-0.2592,-0.1987,-0.0531,0.02,0.0749,0.0316,0.0316
ICJ,ICJ,Endividamento,x,44.9112,9.5551,13.3184,0.1423,22.6145,14.504,16.2233,6.4784,3.7342,7.449,6.3935,6.3935
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,24.9476,63.6436,53.3794,28.2763,39.9475,0.0,21.1656,12.0313,15.9397,7.5642,18.504,18.504
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,5.5845,5.0851,4.409,8.0481,7.4051,5.5027,4.686,4.9144,6.2363,6.8417,5.6611,5.6611
LIQ_SECA,Liquidez Seca,Liquidez,x,3.027,2.7417,2.399,3.422,4.8602,3.5632,2.7221,2.3715,2.703,3.237,3.3712,3.3712
LIQ_GERAL,Liquidez Geral,Liquidez,x,4.9478,4.7705,5.1922,8.0081,8.4639,7.4079,6.4897,4.9688,4.549,3.7345,3.6269,3.6269
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.2474,0.1627,0.3159,0.1314,0.1881,0.1986,0.1887,0.2026,0.1842,0.2413,0.2363,0.2363
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,952.0436,1610.8758,632.2752,1504.8339,718.5652,586.0251,736.0589,667.7087,765.3894,563.8198,522.285,522.285
PME,PME,Eficiência,dias,738.2109,1242.6854,515.4729,1367.5346,635.1504,510.7928,644.0967,590.8001,692.5577,482.8102,439.6983,439.6983
NCG_RECEITA,NCG/Receita,Eficiência,%,138.0559,258.4889,90.7304,248.7194,102.4463,72.6719,87.8468,103.1646,136.8598,99.2765,88.3119,88.3119
