codigo,nome,categoria,unidade,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,,,,,,
P_VPA,P/VPA,Valuation,x,,,,,,,
EV_EBITDA,EV/EBITDA,Valuation,x,,,,,,,
EV_EBIT,EV/EBIT,Valuation,x,,,,,,,
EV_RECEITA,EV/Receita,Valuation,x,,,,,,,
DY,Dividend Yield,Valuation,%,,,,,,,
PAYOUT,Payout,Valuation,%,,,42.0125,82.3262,93.7305,12.5189,12.5189
ROE,ROE,Rentabilidade,%,,7.7312,5.9538,8.9986,6.4459,13.61,13.61
ROA,ROA,Rentabilidade,%,,4.3095,3.0836,4.2878,3.0044,6.1866,6.1866
ROIC,ROIC,Rentabilidade,%,,4.9168,5.1001,5.6075,5.1985,-2.114,-2.114
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,15.817,12.4776,11.6247,8.4996,-3.6319,-3.6319
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,15.2698,7.1635,7.8382,4.6786,12.797,12.797
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,0.8112,2.4271,3.3781,3.9433,-13.8287,-13.8287
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.0334,0.065,0.2476,0.4178,0.4746,0.5302,0.5302
ICJ,ICJ,Endividamento,x,,,,15.3097,5.4742,-1.7304,-1.7304
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,8.6289,50.2267,34.6184,20.9824,36.7146,36.7146
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,4.117,5.7346,3.1901,2.9736,4.1369,3.3091,3.3091
LIQ_SECA,Liquidez Seca,Liquidez,x,4.117,5.7346,3.1901,2.9736,4.1369,3.3091,3.3091
LIQ_GERAL,Liquidez Geral,Liquidez,x,2.1242,2.0935,1.7725,1.74,1.7371,1.7133,1.7133
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,0.2822,0.3963,0.4998,0.6546,0.4753,0.4753
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,119.1315,74.9829,107.5169,130.6611,179.7439,179.7439
PME,PME,Eficiência,dias,,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,,145.4758,118.6194,94.0783,75.316,115.9409,115.9409
