codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,653.3333,-23.628,-1.9903,106.0109,16.4596,9.9808,4.329,4.112,5.8724,4.8427,4.9874,5.3239
P_VPA,P/VPA,Valuation,x,0.8239,0.5804,0.641,1.0462,1.313,1.1886,1.3165,1.3729,1.7504,1.0864,0.0469,0.0501
EV_EBITDA,EV/EBITDA,Valuation,x,11.8003,13.5917,157.7713,8.6238,5.7046,7.108,3.778,3.9451,5.9215,8.0722,2.6674,2.6779
EV_EBIT,EV/EBIT,Valuation,x,11.8003,13.5917,157.7713,8.6238,5.7046,7.108,3.778,3.9451,5.9215,8.0722,2.6674,2.6779
EV_RECEITA,EV/Receita,Valuation,x,1.4547,1.2586,1.0531,1.0894,1.3019,1.1426,1.0254,1.3563,2.0481,1.5769,0.6765,0.6791
DY,Dividend Yield,Valuation,%,0.532,,0.1837,,0.0836,0.1194,0.2275,0.3355,0.3088,0.2875,8.7916,8.2359
PAYOUT,Payout,Valuation,%,351.195,,0.3709,,0.4643,1.2031,1.0053,1.3701,1.8038,1.4018,1.5155,1.5155
ROE,ROE,Rentabilidade,%,0.1248,2.5616,27.5277,0.9266,24.6545,16.5253,32.7269,36.3223,31.8892,23.0152,29.055,29.055
ROA,ROA,Rentabilidade,%,0.0298,0.6459,6.7995,0.1988,5.1247,5.4667,13.6532,12.8629,10.9829,8.5929,10.7442,10.7442
ROIC,ROIC,Rentabilidade,%,5.2602,4.077,0.3685,7.7622,12.714,10.6246,21.4102,20.4871,15.7897,8.5703,11.2864,11.2864
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,12.3274,9.2604,0.6675,12.6322,22.8223,16.0756,27.14,34.3792,34.5877,19.5355,25.3602,25.3602
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,0.0652,1.388,12.5904,0.3228,8.8556,9.0094,17.7673,22.4235,24.0511,18.7112,23.0316,23.0316
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,8.3067,9.9993,119.6888,5.879,3.5507,1.4622,0.8858,1.2813,1.8592,3.4029,2.5108,2.5108
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.9589,1.6157,2.0146,2.2407,2.1645,0.3078,0.4032,0.6604,0.8011,0.7917,0.7524,0.7524
ICJ,ICJ,Endividamento,x,0.7319,0.4894,0.0447,0.9173,0.6576,1.9738,4.408,3.5287,2.3102,1.4689,1.698,1.698
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,23.5108,32.4883,20.0629,34.8351,31.6718,9.429,10.2353,15.2661,3.4333,10.9886,10.6501,10.6501
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.9915,0.9976,1.1448,0.8551,1.1704,2.782,2.7821,2.6066,3.7475,2.4938,2.8469,2.8469
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8148,0.847,0.9057,0.6962,0.9919,2.4468,2.425,2.3749,3.3462,2.194,2.5412,2.5412
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.5294,0.5663,0.4698,0.479,0.5951,0.9551,0.8687,0.8087,0.7801,0.8025,0.8288,0.8288
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.4575,0.4624,0.5721,0.611,0.569,0.5676,0.6789,0.4798,0.4598,0.4495,0.4481,0.4481
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,62.502,63.3357,64.3066,52.6228,57.5791,62.5545,53.3031,38.1409,57.714,64.8412,62.6915,62.6915
PME,PME,Eficiência,dias,45.0725,42.6452,41.0167,38.628,43.885,47.5255,45.4923,54.8067,48.2005,53.1188,49.2663,49.2663
NCG_RECEITA,NCG/Receita,Eficiência,%,8.9865,12.7276,13.1436,9.6094,25.4655,19.7625,12.4034,9.0183,17.9949,19.5288,19.202,19.202
