cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,112610.000,125302.000,158829.000,174784.000,138595.000,152240.000,188901.000,199171.000,161361.000,199468.000,246655.000,252851.000,201039.000,237639.000,266671.000,257601.000,213425.000,253748.000,296099.000,289637.000,236242.000,285450.000,315068.000,283797.000,257547.000,295752.000,346941.000,338870.000,297177.000,328903.000,370793.000,363601.000,330185.000,373859.000,410404.000,412211.000,377163.000,393546.000,440874.000,467652.000,375471.000,154443.000,416463.000,644615.000,499952.000,552976.000,777949.000,1092950.000,839576.000,944752.000,1137985.000,1311413.000,1025291.000,1131023.000,1265823.000,1424631.000,1072182.000,1357108.000,2546621.000,3403842.000,2696538.000,2901385.000,2958190.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-65857.000,-71705.000,-95715.000,-106607.000,-82150.000,-86532.000,-109976.000,-118825.000,-94188.000,-109533.000,-139606.000,-141203.000,-111606.000,-131581.000,-150592.000,-143442.000,-121364.000,-140840.000,-171199.000,-170207.000,-140342.000,-164895.000,-182053.000,-157368.000,-145828.000,-163611.000,-194741.000,-185639.000,-167113.000,-174572.000,-200974.000,-194047.000,-183625.000,-195108.000,-219767.000,-217487.000,-204687.000,-209215.000,-240204.000,-249435.000,-203099.000,-74283.000,-229976.000,-328421.000,-250027.000,-260004.000,-372864.000,-502252.000,-390836.000,-416145.000,-536683.000,-606428.000,-488467.000,-516509.000,-585097.000,-627634.000,-505325.000,-681460.000,-1152465.000,-1575442.000,-1219737.000,-1280918.000,-1356723.000
3.03,Resultado Bruto,46753.000,53597.000,63114.000,68177.000,56445.000,65708.000,78925.000,80346.000,67173.000,89935.000,107049.000,111648.000,89433.000,106058.000,116079.000,114159.000,92061.000,112908.000,124900.000,119430.000,95900.000,120555.000,133015.000,126429.000,111719.000,132141.000,152200.000,153231.000,130064.000,154331.000,169819.000,169554.000,146560.000,178751.000,190637.000,194724.000,172476.000,184331.000,200670.000,218217.000,172372.000,80160.000,186487.000,316194.000,249925.000,292972.000,405085.000,590698.000,448740.000,528607.000,601302.000,704985.000,536824.000,614514.000,680726.000,796997.000,566857.000,675648.000,1394156.000,1828400.000,1476801.000,1620467.000,1601467.000
3.04,Despesas/Receitas Operacionais,-29985.000,-31137.000,-39701.000,-37998.000,-36589.000,-38380.000,-44440.000,-48344.000,-53922.000,-57050.000,-66436.000,-70192.000,-63382.000,-67965.000,-72130.000,-73762.000,-67981.000,-73724.000,-76766.000,-82758.000,-73573.000,-83697.000,-89438.000,-87903.000,-91648.000,-97664.000,-102804.000,-105849.000,-100706.000,-110754.000,-113602.000,-125073.000,-114224.000,-130987.000,-130575.000,-143607.000,-135789.000,-135210.000,-139413.000,-142180.000,-128354.000,-171328.000,-142031.000,-221391.000,-208824.000,-104000.000,-311684.000,-445647.000,-287588.000,-405685.000,-474127.000,-566105.000,-432000.000,-489046.000,-505521.000,-643710.000,-459688.000,-542317.000,-1037620.000,-2041797.000,-1200747.000,-1258562.000,-1336679.000
3.04.02,Despesas Gerais e Administrativas,-10088.000,-11305.000,-13087.000,-11199.000,-11423.000,-11967.000,-12474.000,-12333.000,-12266.000,-15042.000,-16263.000,-20755.000,-18478.000,-19149.000,-18290.000,-17895.000,-19324.000,-18555.000,-19607.000,-18683.000,-17794.000,-22550.000,-22708.000,-19841.000,-21666.000,-24025.000,-21275.000,-25880.000,-25683.000,-29032.000,-27009.000,-32092.000,-31465.000,-34319.000,-33941.000,-41140.000,-41116.000,-48717.000,-39000.000,-55179.000,-39358.000,-38435.000,-32366.000,-52075.000,-53433.000,-71598.000,-78638.000,-112548.000,-73816.000,-73402.000,-78850.000,-104172.000,-82774.000,-88527.000,-107158.000,-117113.000,-91477.000,-104242.000,-257850.000,-595385.000,-325086.000,-386762.000,-359944.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-197.000,-459.000,656.000,0.000,0.000,-637.000,637.000,-936.000,-1659.000,-22.000,-1091.000,-813.000,-1220.000,0.000,-443.000,-322.000,0.000,-1526.000,-563.000,-70.000,-83.000,-282.000,-1669.000,-1848.000,-2087.000,141.000,4188.000,0.000,11415.000,8737.000,35634.000,0.000,-514.000,-1305.000,-3001.000,0.000,140535.000,-4521.000,-6133.000,-3561.000,-3640.000,-6820.000,-4854.000,-10471.000,-5425.000,-5113.000,-8089.000,-1639.000,-4166.000,-17703.000,-223419.000,-17001.000,-15144.000,-6437.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1848.000,1576.000,1045.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,16768.000,22460.000,23413.000,30179.000,19856.000,27328.000,34485.000,32002.000,13251.000,32885.000,40613.000,41456.000,26051.000,38093.000,43949.000,40397.000,24080.000,39184.000,48134.000,36672.000,22327.000,36858.000,43577.000,38526.000,20071.000,34477.000,49396.000,47382.000,29358.000,43577.000,56217.000,44481.000,32336.000,47764.000,60062.000,51117.000,36687.000,49121.000,61257.000,76037.000,44018.000,-91168.000,44456.000,94803.000,41101.000,188972.000,93401.000,145051.000,161152.000,122922.000,127175.000,138880.000,104824.000,125468.000,175205.000,153287.000,107169.000,133331.000,356536.000,-213397.000,276054.000,361905.000,264788.000
3.06,Resultado Financeiro,-1061.000,-260.000,-1562.000,-648.000,1465.000,3017.000,4369.000,2930.000,2385.000,810.000,1676.000,428.000,2040.000,666.000,1681.000,3240.000,2917.000,3849.000,3681.000,2970.000,8023.000,2053.000,9968.000,3225.000,3403.000,-258.000,3373.000,-844.000,5079.000,4919.000,1996.000,-2694.000,1225.000,-12881.000,-6300.000,-3325.000,-5247.000,-4403.000,-3882.000,-4644.000,-772.000,-9075.000,-6834.000,-20870.000,-8616.000,-18788.000,-12754.000,-24513.000,-20407.000,-6655.000,-9665.000,-40531.000,-39591.000,-43674.000,-48113.000,-51465.000,-47621.000,-44138.000,-145087.000,-156851.000,-157632.000,-201753.000,-208655.000
3.06.01,Receitas Financeiras,4321.000,2817.000,1608.000,1556.000,3764.000,5997.000,7505.000,5381.000,5374.000,5300.000,4557.000,4090.000,5377.000,6953.000,4737.000,7171.000,6006.000,7489.000,6692.000,8206.000,10388.000,6951.000,23604.000,11891.000,11244.000,9985.000,7734.000,6695.000,10140.000,10116.000,7677.000,5914.000,6890.000,22257.000,7269.000,3623.000,5867.000,4964.000,15105.000,-1216.000,51841.000,12536.000,5234.000,4919.000,40942.000,6925.000,7000.000,11938.000,-13751.000,31687.000,25074.000,3357.000,-7298.000,-18955.000,33213.000,-19680.000,25105.000,109436.000,16458.000,200032.000,-55738.000,-13212.000,130611.000
3.06.02,Despesas Financeiras,-5382.000,-3077.000,-3170.000,-2204.000,-2299.000,-2980.000,-3136.000,-2451.000,-2989.000,-4490.000,-2881.000,-3662.000,-3337.000,-6287.000,-3056.000,-3931.000,-3089.000,-3640.000,-3011.000,-5236.000,-2365.000,-4898.000,-13636.000,-8666.000,-7841.000,-10243.000,-4361.000,-7539.000,-5061.000,-5197.000,-5681.000,-8608.000,-5665.000,-35138.000,-13569.000,-6948.000,-11114.000,-9367.000,-18987.000,-3428.000,-52613.000,-21611.000,-12068.000,-25789.000,-49558.000,-25713.000,-19754.000,-36451.000,-6656.000,-38342.000,-34739.000,-43888.000,-32293.000,-24719.000,-81326.000,-31785.000,-72726.000,-153574.000,-161545.000,-356883.000,-101894.000,-188541.000,-339266.000
3.07,Resultado Antes dos Tributos sobre o Lucro,15707.000,22200.000,21851.000,29531.000,21321.000,30345.000,38854.000,34932.000,15636.000,33695.000,42289.000,41884.000,28091.000,38759.000,45630.000,43637.000,26997.000,43033.000,51815.000,39642.000,30350.000,38911.000,53545.000,41751.000,23474.000,34219.000,52769.000,46538.000,34437.000,48496.000,58213.000,41787.000,33561.000,34883.000,53762.000,47792.000,31440.000,44718.000,57375.000,71393.000,43246.000,-100243.000,37622.000,73933.000,32485.000,170184.000,80647.000,120538.000,140745.000,116267.000,117510.000,98349.000,65233.000,81794.000,127092.000,101822.000,59548.000,89193.000,211449.000,-370248.000,118422.000,160152.000,56133.000
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-5337.000,-5428.000,-5961.000,-8029.000,-6593.000,-6306.000,-12909.000,-8031.000,-4784.000,-7932.000,-13703.000,-10211.000,-8725.000,-9702.000,-16243.000,-10892.000,-9564.000,-11400.000,-18214.000,-9557.000,-12207.000,-6973.000,-17463.000,-8251.000,-8795.000,-4006.000,-17329.000,-10721.000,-12262.000,-9227.000,-20532.000,13558.000,-6447.000,-1760.000,-13598.000,-5549.000,-8299.000,-4150.000,-17600.000,-12738.000,-17358.000,17944.000,-9675.000,3115.000,-2709.000,-37688.000,-3117.000,-16620.000,-43460.000,3554.000,-15846.000,5419.000,-1848.000,18668.000,-13434.000,19346.000,12014.000,38717.000,-4471.000,302347.000,-596.000,377502.000,108819.000
3.09,Resultado Líquido das Operações Continuadas,10370.000,16772.000,15890.000,21502.000,14728.000,24039.000,25945.000,26901.000,10852.000,25763.000,28586.000,31673.000,19366.000,29057.000,29387.000,32745.000,17433.000,31633.000,33601.000,30085.000,18143.000,31938.000,36082.000,33500.000,14679.000,30213.000,35440.000,35817.000,22175.000,39269.000,37681.000,55345.000,27114.000,33123.000,40164.000,42243.000,23141.000,40568.000,39775.000,58655.000,25888.000,-82299.000,27947.000,77048.000,29776.000,132496.000,77530.000,103918.000,97285.000,119821.000,101664.000,103768.000,63385.000,100462.000,113658.000,121168.000,71562.000,127910.000,206978.000,-67901.000,117826.000,537654.000,164952.000
3.10,Resultado Líquido de Operações Descontinuadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.11,Lucro/Prejuízo Consolidado do Período,10370.000,16772.000,15890.000,21502.000,14728.000,24039.000,25945.000,26901.000,10852.000,25763.000,28586.000,31673.000,19366.000,29057.000,29387.000,32745.000,17433.000,31633.000,33601.000,30085.000,18143.000,31938.000,36082.000,33500.000,14679.000,30213.000,35440.000,35817.000,22175.000,39269.000,37681.000,55345.000,27114.000,33123.000,40164.000,42243.000,23141.000,40568.000,39775.000,58655.000,25888.000,-82299.000,27947.000,77048.000,29776.000,132496.000,77530.000,103918.000,97285.000,119821.000,101664.000,103768.000,63385.000,100462.000,113658.000,121168.000,71562.000,127910.000,206978.000,-67901.000,117826.000,537654.000,164952.000
3.11.01,Atribuído a Sócios da Empresa Controladora,10370.000,16772.000,15890.000,21502.000,14728.000,24039.000,25945.000,26901.000,10852.000,25763.000,28586.000,31673.000,19366.000,29057.000,29387.000,32745.000,17433.000,31633.000,33601.000,30085.000,18143.000,31938.000,36082.000,33500.000,14679.000,30213.000,35440.000,35817.000,22175.000,39269.000,37681.000,55345.000,27114.000,33123.000,40164.000,42243.000,23141.000,40568.000,39775.000,58655.000,25888.000,-82299.000,27947.000,77048.000,29776.000,132496.000,0.000,104133.000,98053.000,120450.000,99194.000,107012.000,63141.000,100626.000,113863.000,121770.000,73100.000,129418.000,206463.000,-67254.000,117826.000,537654.000,164952.000
3.11.02,Atribuído a Sócios Não Controladores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-514.000,-215.000,-768.000,-629.000,-345.000,-429.000,244.000,-164.000,-205.000,-602.000,-1538.000,-1508.000,515.000,-647.000,0.000,0.000,0.000
3.99,Lucro por Ação (Reais/Ação),0.130,0.214,0.203,0.273,0.170,0.272,0.293,0.315,0.123,0.291,0.323,0.358,0.219,0.550,0.332,0.155,0.197,0.545,0.379,0.150,0.205,0.563,0.407,0.174,0.165,0.341,0.399,0.403,0.250,0.441,0.422,0.616,0.302,0.369,0.447,0.467,0.256,0.449,0.440,0.643,0.285,-0.905,0.307,0.841,0.299,1.449,0.783,1.046,0.918,1.112,0.911,0.951,0.574,0.913,1.031,1.086,0.659,1.168,1.947,-1.160,0.571,2.607,1.460
