codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,0.9399,0.14,0.5091,0.9883,5.7637,4.2534,5.5354,7.2376,7.5348,5.2622,6.8886,7.7266
P_VPA,P/VPA,Valuation,x,0.086,0.0677,0.0621,0.6583,0.915,1.0122,1.1296,0.9901,1.2032,0.9172,0.217,0.2434
EV_EBITDA,EV/EBITDA,Valuation,x,1.8063,0.1846,0.9781,3.9529,5.5992,3.6682,5.1636,6.5378,7.2852,5.4719,4.1137,4.25
EV_EBIT,EV/EBIT,Valuation,x,1.8314,0.1848,0.9874,3.9677,5.6469,3.6846,5.1901,6.6387,7.3312,5.5117,4.1747,4.3131
EV_RECEITA,EV/Receita,Valuation,x,0.8737,0.1754,0.7484,3.0635,3.9999,4.4131,4.1614,4.2511,4.6503,3.5501,1.9096,1.9729
DY,Dividend Yield,Valuation,%,145.3271,65.4824,132.7058,51.2986,3.6429,3.6945,6.522,1.9703,3.1265,,15.4405,13.7659
PAYOUT,Payout,Valuation,%,133.2209,9.2186,66.582,201.3457,25.7771,15.6158,35.874,13.9067,23.14,,24.0185,24.0185
ROE,ROE,Rentabilidade,%,9.3778,62.6018,12.8899,16.8472,14.2009,24.2596,21.0097,14.8091,16.8512,18.7662,14.3414,14.3414
ROA,ROA,Rentabilidade,%,7.0474,44.1792,8.5736,10.5896,8.8659,14.6462,11.3416,7.5785,8.4876,8.9698,6.9178,6.9178
ROIC,ROIC,Rentabilidade,%,6.5733,44.4929,10.7874,11.9179,10.7372,18.1036,13.8709,9.8722,10.2897,11.3098,7.9721,7.9721
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,48.3696,95.0316,76.5103,77.4989,71.438,120.3062,80.5912,65.024,63.8313,64.879,46.4211,46.4211
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,40.1813,63.5407,51.2907,59.5118,53.8387,91.5113,54.8923,42.5605,46.5345,44.5954,33.4464,33.4464
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,1.0448,0.0905,0.6418,0.9389,0.2665,0.4531,1.4171,1.918,1.8895,1.9102,2.9929,2.9929
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.1179,0.065,0.1184,0.2051,0.0457,0.1426,0.4273,0.4111,0.4214,0.4919,0.5795,0.5795
ICJ,ICJ,Endividamento,x,4.2779,39.6177,10.7817,4.9675,3.7501,7.6263,6.1755,3.5565,3.7777,4.1167,2.3884,2.3884
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,22.9653,26.1316,23.2343,11.8666,33.0135,7.0853,10.9633,2.251,7.0441,9.0704,3.0125,3.0125
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.1284,2.8101,3.3503,4.6269,3.0532,4.013,3.049,3.6109,2.4454,2.4318,4.4629,4.4629
LIQ_SECA,Liquidez Seca,Liquidez,x,2.0325,2.747,3.3026,4.5644,2.989,3.98,3.049,3.6109,2.378,2.4029,4.4095,4.4095
LIQ_GERAL,Liquidez Geral,Liquidez,x,3.1219,2.7617,2.5297,2.2973,2.4612,2.0653,1.7687,1.7736,1.7278,1.651,1.6825,1.6825
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.1754,0.517,0.1566,0.1718,0.153,0.1503,0.191,0.169,0.1731,0.184,0.1955,0.1955
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,92.9483,53.6985,236.9539,211.4249,200.4012,238.8803,131.1642,181.6307,193.3413,155.4167,142.8652,142.8652
PME,PME,Eficiência,dias,25.3271,27.4364,22.8393,19.4448,39.2516,14.3548,0.0,0.0,23.6886,8.0344,5.757,5.757
NCG_RECEITA,NCG/Receita,Eficiência,%,21.923,12.9121,62.5425,60.6996,52.6579,52.3705,40.3946,42.4541,38.8473,31.1034,39.3148,39.3148
