codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,2.7285,-2.5266,1.8477,1.0566,3.5057,1.1447,7.1731,-25.8727,-0.4823,-0.4726,-1.3777,-1.3881
P_VPA,P/VPA,Valuation,x,0.1071,0.097,0.1703,0.1788,0.2052,0.149,0.3522,0.325,0.2323,0.426,0.3828,0.3857
EV_EBITDA,EV/EBITDA,Valuation,x,-0.9329,2.312,2.0276,1.19,2.5588,0.5668,1.7197,4.9175,3.8741,-6.0762,-18.79,-18.8296
EV_EBIT,EV/EBIT,Valuation,x,-0.9329,2.312,2.0276,1.6759,4.5878,1.1196,3.874,-11.6366,3.8741,-6.0762,-18.79,-18.8296
EV_RECEITA,EV/Receita,Valuation,x,-0.0232,0.0423,0.0686,0.0739,0.1593,0.0574,0.1276,0.3796,0.1362,0.141,0.1926,0.193
DY,Dividend Yield,Valuation,%,41.9326,0.6126,6.9076,27.2618,15.8847,6.0436,9.8094,2.065,,,,
PAYOUT,Payout,Valuation,%,217.1982,0.6958,18.077,57.5833,52.816,6.5046,58.9486,2303.8929,,,,
ROE,ROE,Rentabilidade,%,2.0671,8.2932,6.6824,8.6666,6.0829,15.3253,5.7854,0.0266,23.1265,62.7661,48.1817,48.1817
ROA,ROA,Rentabilidade,%,0.5842,2.3275,1.8573,2.3418,1.5019,4.1621,1.8688,0.0086,6.4776,11.5106,8.5823,8.5823
ROIC,ROIC,Rentabilidade,%,11.0245,4.2306,7.0694,9.5185,6.5573,10.0605,6.5008,-2.3534,7.1514,-6.6396,-2.4212,-2.4212
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,2.4892,1.8285,3.3808,6.208,6.2241,10.1321,7.4224,7.719,3.5169,-2.3204,-1.025,-1.025
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,0.3987,2.2985,1.938,2.3892,1.4761,4.5383,1.8717,0.0231,11.0857,12.7887,8.4443,8.4443
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-1.7626,0.8843,0.5275,0.377,1.7702,0.0847,0.2044,1.5797,2.2541,-3.2087,-13.5381,-13.5381
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.2275,0.0601,0.0599,0.0829,0.4606,0.0262,0.0475,0.1538,0.3232,0.4767,0.9867,0.9867
ICJ,ICJ,Endividamento,x,,,,,,,,,,,,
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,47.8065,50.3834,27.2668,36.4887,24.5738,25.2322,16.2395,17.0732,18.43,20.9889,49.5911,49.5911
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,0.9876,1.1475,1.1458,1.1073,0.8631,0.9544,1.0799,1.6092,1.2085,0.9622,0.7037,0.7037
LIQ_SECA,Liquidez Seca,Liquidez,x,0.6329,0.9793,0.9795,0.9271,0.49,0.6008,0.7622,1.4939,0.8949,0.6454,0.426,0.426
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8827,1.0358,1.0587,1.0357,0.5406,0.6126,0.6907,1.1352,0.7292,0.6565,0.6252,0.6252
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.4653,1.0353,0.9313,0.9345,0.9685,0.9617,1.0374,0.3951,0.873,0.9537,1.0591,1.0591
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-25.8535,-24.0653,-27.7926,-26.752,-43.63,-39.5376,-37.3703,-15.3154,-21.7348,-26.5477,-13.5791,-13.5791
PME,PME,Eficiência,dias,60.9703,52.3208,51.1603,56.2256,69.9102,62.7389,49.3602,56.5758,48.6884,53.2413,49.1648,49.1648
NCG_RECEITA,NCG/Receita,Eficiência,%,-10.8552,4.0885,3.7796,2.3609,-13.4775,-14.1338,-10.688,46.5447,-7.6779,-10.8409,-7.2841,-7.2841
