codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,488431.27,518335.23,551229.58,602066.3,654896.62,536277.6,457530.52,846281.93,931009.81,2779673.27,2503418.72,5769038.04,4462697.42,1096764.62,1250230.44,1951340.06,1794448.4
P_L,P/L,Valuation,x,1.8415,1.8942,1.2624,1.1462,0.9917,-5.1797,-1.1358,2.617,2.1122,3.325,1.0763,6.0094,-1115.6744,-0.5139,-0.5203,-1.4465,-1.3302
P_VPA,P/VPA,Valuation,x,0.1329,0.135,0.1319,0.1259,0.123,0.1071,0.097,0.1736,0.1889,0.2052,0.149,0.3522,0.325,0.2323,0.426,0.7219,0.6639
EV_EBITDA,EV/EBITDA,Valuation,x,2.8972,3.1379,1.3792,0.5779,-0.1913,-1.4514,1.4188,1.0883,0.6311,2.5588,0.5668,1.7197,4.9175,3.8741,-6.0762,-23.4434,-22.6469
EV_EBIT,EV/EBIT,Valuation,x,2.8972,3.1379,1.3792,0.5779,-0.1913,-1.4514,1.4188,1.0883,0.8888,4.5878,1.1196,3.874,-11.6366,3.8741,-6.0762,-23.4434,-22.6469
EV_RECEITA,EV/Receita,Valuation,x,0.1446,0.1439,0.0777,0.0295,-0.0117,-0.0361,0.0293,0.0368,0.0392,0.1593,0.0574,0.1276,0.3796,0.1362,0.141,0.2403,0.2321
DY,Dividend Yield,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYOUT,Payout,Valuation,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROE,ROE,Rentabilidade,%,7.2178,7.3142,10.9292,11.7427,13.0826,-2.0039,-8.2932,6.7478,8.9949,6.2519,15.3253,5.7854,-0.0266,-23.1265,-62.7661,-40.0475,-40.0475
ROA,ROA,Rentabilidade,%,2.3309,2.2713,3.3752,3.8336,4.223,-0.5962,-2.3275,1.8617,2.1835,1.4068,4.1621,1.8688,-0.0086,-6.4776,-11.5106,-7.1334,-7.1334
ROIC,ROIC,Rentabilidade,%,7.6948,8.6635,13.0833,14.0864,20.6893,11.0245,4.2306,7.1977,10.1185,6.5573,10.0605,6.5008,-2.3534,7.1514,-6.6396,-2.4212,-2.4212
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,4.9897,4.5872,5.6342,5.1069,6.1106,2.4892,2.0649,3.3808,6.208,6.2241,10.1321,7.4224,7.719,3.5169,-2.3204,-1.025,-1.025
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,2.1555,1.5445,2.2709,2.4185,2.686,-0.3987,-2.5956,1.938,2.3892,1.4761,4.5383,1.8717,-0.0231,-11.0857,-12.7887,-7.0187,-7.0187
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,2.5922,2.8954,1.1871,0.3737,-0.3549,-1.7626,0.8843,0.5275,0.3275,1.7702,0.0847,0.2044,1.5797,2.2541,-3.2087,-13.5381,-13.5381
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,0.4331,0.6131,0.3077,0.0867,-0.1001,-0.2275,0.0601,0.061,0.0761,0.4606,0.0262,0.0475,0.1538,0.3232,0.4767,0.9867,0.9867
ICJ,ICJ,Endividamento,x,1.3868,1.1098,1.6064,1.6056,1.8241,,,,,,,,,,,,
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,34.7456,44.0699,40.1358,54.4746,67.7837,47.8065,50.3834,27.2668,36.8695,24.5738,25.2322,16.2395,17.0732,18.43,20.9889,49.5911,49.5911
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.3593,1.2805,1.2456,1.0939,1.0017,0.9876,1.1475,1.1388,1.0857,0.8631,0.9544,1.0799,1.6092,1.2085,0.9622,0.7037,0.7037
LIQ_SECA,Liquidez Seca,Liquidez,x,0.9133,0.8669,0.8155,0.7188,0.6529,0.6329,0.9793,0.9725,0.9259,0.49,0.6008,0.7622,1.4939,0.8949,0.6454,0.426,0.426
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.8888,0.8922,0.8997,0.907,0.9236,0.8827,1.0358,1.052,0.9374,0.5406,0.6126,0.6907,1.1352,0.7292,0.6565,0.6252,0.6252
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.0814,1.3829,1.462,1.5189,1.445,1.4653,0.9168,0.9356,0.818,0.9685,0.9617,1.0374,0.3951,0.873,0.9537,1.0591,1.0591
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,41.5916,37.0172,15.6097,-1.1543,-18.4005,-25.8535,-23.4001,-27.9378,-26.752,-43.63,-39.5376,-37.3703,-15.3154,-21.7348,-26.5477,-13.5791,-13.5791
PME,PME,Eficiência,dias,71.6358,58.9102,55.8576,53.7971,61.9811,60.9703,52.3208,51.1603,56.2256,69.9102,62.7389,49.3602,56.5758,48.6884,53.2413,49.1648,49.1648
NCG_RECEITA,NCG/Receita,Eficiência,%,7.6197,7.9703,0.8128,-2.8117,-6.8905,-10.8552,4.6172,3.3226,1.5814,-13.4775,-14.1338,-10.688,46.5447,-7.6779,-10.8409,-7.2841,-7.2841
