cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,48428.0,50295.0,41043.0,26529.0,24599.0,29599.0,31699.0,24297.0,18807.0,22514.0,24620.0,23130.0,22443.0,28640.0,25200.0,35025.0,34975.0,34570.0,32989.0,33578.0,31603.0,19491.0,27310.0,23197.0,32489.0,40376.0,42742.0,27730.0,22417.0,31253.0,37420.0,29143.0,30066.0,37420.0,2473.0,45425.0,25729.0,31426.0,33185.0,23969.0,84.0,193.0,196.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-1435.0,-1707.0,-1793.0,-1384.0,-843.0,-976.0,-724.0,-790.0,-799.0,-1166.0,-2070.0,-2123.0,-2498.0,-3523.0,-5702.0,-5424.0,-9918.0,-8675.0,-9638.0,-9380.0,-9233.0,-10149.0,-9782.0,-8785.0,-12154.0,-15399.0,-16224.0,-10891.0,-9037.0,-12614.0,-16360.0,-14960.0,-14804.0,-16360.0,-951.0,-23405.0,-12648.0,-16090.0,-19673.0,-14086.0,-9.0,0.0,0.0
3.03,Resultado Bruto,46993.0,48588.0,39250.0,25145.0,23756.0,28623.0,30975.0,23507.0,18008.0,21348.0,22550.0,21007.0,19945.0,25117.0,19498.0,29601.0,25057.0,25895.0,23351.0,24198.0,22370.0,9342.0,17528.0,14412.0,20335.0,24977.0,26518.0,16839.0,13380.0,18639.0,21060.0,14183.0,15262.0,53780.0,1522.0,-10700.0,13081.0,15336.0,13512.0,9883.0,75.0,193.0,196.0
3.04,Despesas/Receitas Operacionais,-41441.0,-54716.0,-52014.0,-111159.0,-40736.0,-43310.0,-35288.0,-110346.0,-31238.0,-33984.0,-36304.0,-94892.0,-33265.0,-35683.0,-32329.0,-62707.0,-31433.0,-34838.0,-34498.0,-70215.0,-87774.0,-22383.0,-23765.0,-103784.0,-33046.0,-29386.0,-32528.0,-48655.0,-29400.0,-34300.0,-27316.0,-112205.0,-28560.0,-27316.0,-6172.0,-27747.0,-20207.0,-18160.0,-14839.0,-26348.0,-137867.0,-4242.0,-3012.0
3.04.02,Despesas Gerais e Administrativas,-50718.0,-52889.0,-47616.0,-57509.0,-41293.0,-42691.0,-34503.0,-33449.0,-30896.0,-32697.0,-33800.0,-38301.0,-31079.0,-33185.0,-29709.0,-28490.0,-26425.0,-28934.0,-27710.0,-30055.0,-29625.0,-20494.0,-22526.0,-23112.0,-24817.0,-26424.0,-25726.0,-23515.0,-27004.0,-30183.0,-26511.0,-30043.0,-25236.0,-26511.0,-2987.0,-38907.0,-18419.0,-17441.0,-17022.0,-13733.0,-3981.0,-3216.0,-2246.0
3.04.05,Outras Despesas Operacionais,-9277.0,-1827.0,-4398.0,-9077.0,-557.0,-619.0,-785.0,-75783.0,-342.0,-1287.0,-2504.0,-56591.0,-2186.0,-2498.0,-2620.0,-17709.0,-5008.0,-5904.0,-6788.0,-40160.0,-5449.0,-1889.0,-1239.0,-14510.0,-1229.0,-2962.0,-6389.0,-24860.0,-2396.0,-4119.0,-805.0,-4915.0,-3324.0,-805.0,-3185.0,-3468.0,-1788.0,-719.0,-2183.0,-5954.0,-141848.0,0.0,-766.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-413.0,-280.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,5552.0,-6128.0,-12764.0,-86014.0,-16980.0,-14687.0,-4313.0,-86839.0,-13230.0,-12636.0,-13754.0,-73885.0,-13320.0,-10566.0,-12831.0,-33106.0,-6376.0,-8943.0,-11147.0,-46017.0,-65404.0,-13041.0,-6237.0,-89372.0,-12711.0,-4409.0,-6010.0,-31816.0,-16020.0,-15661.0,-6256.0,-98022.0,-13298.0,26464.0,4650.0,-47747.0,-7126.0,2824.0,-1327.0,-22113.0,137942.0,-4049.0,-2816.0
3.06,Resultado Financeiro,-7667.0,4949.0,4499.0,16977.0,3856.0,3116.0,-2529.0,-5850.0,2180.0,1519.0,1279.0,3905.0,970.0,655.0,1115.0,804.0,1222.0,1525.0,1814.0,1364.0,507.0,472.0,-1689.0,-3129.0,-10990.0,-794.0,-2877.0,-2867.0,-3599.0,-1168.0,-173.0,-8252.0,-3769.0,4463.0,-452.0,-18389.0,-5106.0,7640.0,-5695.0,-17574.0,-335.0,207.0,-26402.0
