codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-1012.2481,-869.9434,941.8482,-102.1392,-95.6771,17.8516,26.6202,-22.6942,-0.091,-0.0791,0.0346,0.0303
P_VPA,P/VPA,Valuation,x,220.659,384.6693,408.2655,291.4259,33.6606,-77.7777,603.6732,-0.474,-0.0997,-0.0553,-7.9327,-6.9557
EV_EBITDA,EV/EBITDA,Valuation,x,-1298.8197,-1047.8905,-993.2468,-1064.0495,-129.332,-19.043,-117.3216,-0.6455,-3.279,-0.4174,5.6442,4.9471
EV_EBIT,EV/EBIT,Valuation,x,-966.7614,-943.5358,-908.7327,-939.8497,-119.5183,-18.4631,-108.0398,-0.6119,-2.2297,-0.1974,6.0187,5.2754
EV_RECEITA,EV/Receita,Valuation,x,577.5977,1051.6373,1158.0167,589.5634,63.6464,31.6294,41.4154,0.6919,0.5784,0.0479,26.8316,23.5179
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,20.6047,34.6689,38.2355,28.5999,29.2183,163.7829,-457.8852,-391.6443,-42.7993,-29.9828,-147.6104,-147.6104
ROA,ROA,Rentabilidade,%,17.951,27.6432,26.4748,18.9079,18.8669,58.5007,40.1536,99.7677,36.4877,61.9385,275.9924,275.9924
ROIC,ROIC,Rentabilidade,%,-17.0091,-29.4397,-38.3188,-26.5418,-23.5718,144.534,1009.025,200.2699,23.388,9.5965,-84.9471,-84.9471
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,-44.471,-100.3576,-116.589,-55.4075,-49.2117,-166.0948,-35.3007,-107.1852,-17.6394,-11.4785,475.3866,475.3866
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,53.9631,115.9119,118.931,61.4278,51.9903,175.0888,51.0252,125.3716,41.6054,42.4254,759.9051,759.9051
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,0.6761,0.2349,0.5516,0.8388,0.8373,0.2233,0.2658,-0.3261,-2.6057,0.3659,-0.0152,-0.0152
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.1148,-0.0862,-0.2266,-0.2296,-0.2165,0.9013,-1.3647,-0.484,-0.3857,0.0258,0.0213,0.0213
ICJ,ICJ,Endividamento,x,-4.9047,-8.068,-42.7836,-47.5634,-24.7382,-30.7082,-2.832,-6.6549,-1.5354,-0.7787,2.8638,2.8638
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,,,,,,,,33.334,60.8901,0.0,0.0,0.0
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.8902,1.4049,1.5673,1.3094,1.4888,0.7068,0.346,0.4866,0.4563,0.1319,0.1355,0.1355
LIQ_SECA,Liquidez Seca,Liquidez,x,2.8902,1.4049,1.5673,1.3094,1.4888,0.7068,0.346,0.4866,0.4563,0.1319,0.1355,0.1355
LIQ_GERAL,Liquidez Geral,Liquidez,x,3.2072,1.1832,1.0264,0.9998,1.0763,0.3446,0.3256,0.4269,0.3527,0.1376,0.2056,0.2056
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3327,0.2598,0.2369,0.3206,0.3378,0.4951,0.9011,0.8402,0.9613,3.1265,0.9378,0.9378
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,-128.3203,-768.9883,-170.9202,-59.9872,35.5115,-0.2765,-29.603,-33.8047,-5.5905,-2.8026,-55.5186,-55.5186
PME,PME,Eficiência,dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCG_RECEITA,NCG/Receita,Eficiência,%,12.0455,-5.3433,-29.1228,-28.3052,-18.5208,-59.9384,-50.0471,-36.9208,-20.1068,-138.1282,-328.6433,-328.6433
