cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,180509.0,212524.0,213541.0,215358.0,277333.0,340229.0,311403.0,310270.0,375242.0,437435.0,389485.0,444354.0,426594.0,423257.0,409320.0,396759.0,378522.0,372365.0,355944.0,317560.0,308135.0,312595.0,300610.0,283339.0,284658.0,293702.0,303218.0
2.01,Passivo Circulante,50759.0,78819.0,77861.0,72118.0,141071.0,138946.0,99539.0,93442.0,133524.0,185598.0,122868.0,136222.0,139002.0,150150.0,144169.0,181381.0,181638.0,189057.0,162368.0,121936.0,115180.0,81564.0,81252.0,116429.0,120736.0,133041.0,96934.0
2.01.01,Obrigações Sociais e Trabalhistas,6023.0,7000.0,7642.0,6480.0,5017.0,7957.0,8551.0,8478.0,9469.0,11541.0,7290.0,8049.0,8455.0,8358.0,8578.0,7610.0,6873.0,8865.0,10557.0,9088.0,9098.0,10443.0,10920.0,10352.0,10018.0,12006.0,11807.0
2.01.02,Fornecedores,8291.0,15647.0,15788.0,9492.0,10420.0,23410.0,19402.0,5132.0,55429.0,26074.0,18785.0,9887.0,10421.0,8371.0,7991.0,7318.0,7342.0,9168.0,8063.0,9638.0,18024.0,23916.0,15150.0,9230.0,12752.0,20605.0,23325.0
2.01.03,Obrigações Fiscais,1085.0,1200.0,398.0,590.0,1192.0,3186.0,306.0,8588.0,11482.0,4464.0,3057.0,7111.0,1302.0,534.0,560.0,1479.0,846.0,1187.0,1454.0,1708.0,1066.0,1485.0,1331.0,1934.0,879.0,1321.0,1358.0
2.01.04,Empréstimos e Financiamentos,28187.0,44817.0,44024.0,45423.0,114014.0,96118.0,58571.0,60660.0,42197.0,118565.0,78015.0,84105.0,65209.0,84504.0,87249.0,136167.0,138018.0,134287.0,106420.0,66825.0,56773.0,12419.0,34332.0,75670.0,75722.0,76570.0,38623.0
2.01.05,Outras Obrigações,7173.0,10155.0,10009.0,10133.0,10428.0,8275.0,12709.0,10584.0,14947.0,24954.0,15721.0,27070.0,53615.0,48383.0,39791.0,28807.0,28559.0,35550.0,35874.0,34677.0,30219.0,33301.0,19519.0,19243.0,21365.0,22539.0,21821.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,51226.0,48456.0,47920.0,44899.0,41891.0,88925.0,91601.0,96191.0,92098.0,81555.0,82849.0,111049.0,86174.0,82793.0,76749.0,33676.0,16106.0,15459.0,36791.0,31941.0,36979.0,84313.0,75066.0,31190.0,31872.0,28372.0,71569.0
2.02.01,Empréstimos e Financiamentos,33153.0,31200.0,29258.0,27813.0,25830.0,73496.0,75450.0,73087.0,70467.0,67956.0,65370.0,63201.0,61191.0,58479.0,52987.0,10717.0,3474.0,2985.0,25405.0,19297.0,23842.0,71002.0,63219.0,20762.0,20762.0,18502.0,62722.0
2.02.02,Outras Obrigações,5571.0,13408.0,14734.0,13832.0,12807.0,12175.0,12589.0,18378.0,17310.0,9216.0,13078.0,44069.0,21204.0,20524.0,19703.0,18327.0,9093.0,8625.0,8838.0,10244.0,10737.0,10649.0,9185.0,8142.0,8824.0,8281.0,7258.0
2.02.03,Tributos Diferidos,8306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.04,Provisões,4196.0,3848.0,3928.0,3254.0,3254.0,3254.0,3562.0,4726.0,4321.0,4383.0,4401.0,3779.0,3779.0,3790.0,4059.0,4632.0,3539.0,3849.0,2548.0,2400.0,2400.0,2662.0,2662.0,2286.0,2286.0,1589.0,1589.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
