cd_conta,ds_conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,19273.0,43069.0,38448.0,22871.0,26229.0,102160.0,81190.0,61826.0,146426.0,93033.0,89186.0,54208.0,42446.0,27255.0,25808.0,32087.0,22441.0,22674.0,21455.0,29404.0,19618.0,26323.0,33760.0,29893.0,26681.0,29601.0,31791.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-10301.0,-20918.0,-20907.0,-13661.0,-15467.0,-63251.0,-47615.0,-30985.0,-79350.0,-44176.0,-39028.0,-5971.0,-14781.0,-13779.0,-14674.0,-17853.0,-12138.0,-14222.0,-12160.0,-12860.0,-11409.0,-14790.0,-18233.0,-18451.0,-15244.0,-15579.0,-15440.0
3.03,Resultado Bruto,8972.0,22151.0,17541.0,9210.0,10762.0,38909.0,33575.0,30841.0,67076.0,48857.0,50158.0,48237.0,27665.0,13476.0,11134.0,14234.0,10303.0,8452.0,9295.0,16544.0,8209.0,11533.0,15527.0,11442.0,11437.0,14022.0,16351.0
3.04,Despesas/Receitas Operacionais,-8609.0,-10340.0,-9631.0,-7984.0,-8533.0,-11219.0,-19529.0,-16128.0,-16704.0,-15023.0,-25212.0,-17094.0,-17598.0,-21254.0,-11204.0,-6882.0,-6232.0,-9893.0,-11582.0,-536.0,-11029.0,-15553.0,-12789.0,-14414.0,-9341.0,-9522.0,-8151.0
3.04.02,Despesas Gerais e Administrativas,-3000.0,-3293.0,-3485.0,-3482.0,-4139.0,-5204.0,-9568.0,-7397.0,-9446.0,-10200.0,-9088.0,-10193.0,-7682.0,-8076.0,-5563.0,-3514.0,-5703.0,-6040.0,-6241.0,-5781.0,-6121.0,-6424.0,-6383.0,-6412.0,-6113.0,-5085.0,-5846.0
3.04.05,Outras Despesas Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,-583.0,-1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,363.0,11811.0,7910.0,1226.0,2229.0,27690.0,14046.0,14713.0,50372.0,33834.0,24946.0,31143.0,10067.0,-7778.0,-70.0,21116.0,4071.0,-1441.0,-2287.0,16008.0,-2820.0,-4020.0,2738.0,-2972.0,2096.0,4500.0,8200.0
3.06,Resultado Financeiro,-2583.0,-3870.0,-3517.0,-3721.0,-3406.0,-4093.0,-3828.0,-4750.0,-4076.0,-8305.0,-4850.0,4383.0,-4166.0,-6911.0,-5462.0,-28480.0,-5782.0,-18283.0,-8777.0,3844.0,-4887.0,-5238.0,-5164.0,-5130.0,-5766.0,-4261.0,-5774.0
3.06.01,Receitas Financeiras,208.0,100.0,205.0,432.0,522.0,2861.0,2664.0,2215.0,607.0,2251.0,501.0,8439.0,1223.0,437.0,759.0,124.0,139.0,270.0,271.0,223.0,305.0,159.0,922.0,527.0,222.0,2617.0,1755.0
3.06.02,Despesas Financeiras,-2791.0,-3970.0,-3722.0,-4153.0,-3928.0,-6954.0,-6492.0,-6965.0,-4683.0,-10556.0,-5351.0,-4056.0,-5389.0,-7348.0,-6221.0,-28604.0,-5921.0,-18553.0,-9048.0,-3621.0,-5192.0,-5397.0,-6086.0,-5657.0,-5988.0,-6878.0,-7529.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-2220.0,7941.0,4393.0,-2495.0,-1177.0,23597.0,10218.0,9963.0,46296.0,25529.0,20096.0,35526.0,5901.0,-14689.0,-5532.0,-7364.0,-1711.0,-19724.0,-11064.0,19852.0,-7707.0,-9258.0,-2426.0,-8102.0,-3670.0,239.0,2426.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-678.0,-1216.0,-1882.0,-6880.0,-549.0,-5610.0,-2313.0,-2057.0,-17313.0,-4867.0,-6611.0,-3156.0,-1566.0,-3585.0,-3620.0,-2468.0,-787.0,-6795.0,0.0,-2210.0,0.0,0.0,0.0,-470.0,0.0,0.0,0.0
3.09,Resultado Líquido das Operações Continuadas,1542.0,6725.0,2511.0,7497.0,628.0,17987.0,7905.0,5552.0,28983.0,20662.0,13485.0,38682.0,4335.0,11104.0,1912.0,-1970.0,924.0,12929.0,11064.0,-6898.0,7707.0,9258.0,2426.0,8572.0,3670.0,239.0,2426.0
