cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receitas da Intermediação Financeira,3912912.0,3320033.0,2750349.0,2276584.0,2229628.0,2225225.0,2510145.0,813759.0,888449.0,939679.0,1019573.0,1071398.0,1222320.0,1189753.0,1224114.0,1314139.0,1416888.0,1525891.0,1656776.0,1741354.0,1976263.0,2170137.0
3.02,Despesas da Intermediação Financeira,-2280001.0,-1646259.0,-1166729.0,-740035.0,-637818.0,-567523.0,-945981.0,-362786.0,-336031.0,-486833.0,-504840.0,-510780.0,-563995.0,-577936.0,-479625.0,-538336.0,-586063.0,-618586.0,-1041944.0,-1020927.0,-963860.0,-1084623.0
3.03,Resultado Bruto Intermediação Financeira,1632911.0,1673774.0,1583620.0,1536549.0,1591810.0,1657702.0,1564164.0,450973.0,552418.0,452846.0,514733.0,560618.0,658325.0,611817.0,744489.0,775803.0,830825.0,907305.0,614832.0,720427.0,1012403.0,1085514.0
3.04,Outras Despesas/Receitas Operacionais,-1563541.0,-1635289.0,-1479089.0,-1400908.0,-1526599.0,-1397087.0,-1403759.0,-370289.0,-442927.0,-440728.0,-453644.0,-485278.0,-545874.0,-503226.0,-547983.0,-562724.0,-617091.0,-643224.0,-730201.0,-625900.0,-711004.0,-759230.0
3.05,Resultado Antes dos Tributos sobre o Lucro,104273.0,23514.0,49382.0,62292.0,113050.0,184425.0,201574.0,55477.0,64564.0,28316.0,51494.0,56550.0,86248.0,93361.0,159218.0,148920.0,156861.0,208338.0,-3501.0,115036.0,242805.0,267193.0
3.06,Imposto de Renda e Contribuição Social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.07,Resultado Líquido Operações Continuadas,104273.0,23514.0,49382.0,62292.0,113050.0,184425.0,201574.0,55477.0,64564.0,28316.0,51494.0,56550.0,86248.0,93361.0,159218.0,148920.0,156861.0,208338.0,-3501.0,115036.0,242805.0,267193.0
3.08,Resultado Líquido Operações Descontinuadas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.09,Lucro/Prejuízo Consolidado do Período,,,,,,,,,64564.0,28316.0,106971.0,56550.0,86248.0,93361.0,159218.0,148920.0,156861.0,208338.0,-3501.0,115036.0,242805.0,267193.0
3.99,Lucro por Ação (Geral),2.2492,0.3561,1.0409,1.0847,2.1127,3.4818,1.9037,0.5304,0.6165,0.2771,1.9066,0.5373,0.8285,0.8906,3.7913,1.4214,1.5042,1.98,4.8488,1.048,2.2751,2.4988
3.99.01.01,LPA - Ações Ordinárias (ON),2.2492,0.3561,1.0409,1.0847,2.1127,3.4818,1.9037,0.5304,0.6165,0.2771,1.9066,0.5373,0.8285,0.8906,3.7913,1.4214,1.5042,1.98,4.8488,1.048,2.2751,2.4988
3.99.01.02,LPA - Ações Preferenciais (PN),2.2492,0.3561,1.0409,1.0847,2.1127,3.4818,1.9037,0.5304,0.6165,0.2771,1.9066,0.5373,0.8285,0.8906,3.7913,1.4214,1.5042,1.98,4.8488,1.048,2.2751,2.4988
