codigo,nome,categoria,unidade,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,-42.8374,4.6013,-4.4512,-0.2588,-0.1804,2.7026,-3.7337,2.1797,1.7616,-1.5647,-4.733,-3.8211
P_VPA,P/VPA,Valuation,x,0.1872,3.863,0.3508,0.2044,0.4828,0.4916,1.0712,0.6779,0.5855,0.3593,0.4592,0.3707
EV_EBITDA,EV/EBITDA,Valuation,x,-1.0355,-7.8296,3.3066,-4.637,72.9871,8.8373,-6.798,-5.4299,-9.1869,7.056,17.6136,16.8235
EV_EBIT,EV/EBIT,Valuation,x,-0.6676,-3.6142,-21.0607,-3.5288,-9.2412,29.255,-5.4041,-4.5572,-7.2206,8.5188,40.9951,39.156
EV_RECEITA,EV/Receita,Valuation,x,0.6963,2.3495,1.8186,1.5939,5.8455,3.1926,2.8331,2.4435,2.5406,1.8348,3.2417,3.0963
DY,Dividend Yield,Valuation,%,,,,,,,,,,,,
PAYOUT,Payout,Valuation,%,,,,,,,,,,,,
ROE,ROE,Rentabilidade,%,-80.5215,10.687,-5.2337,-82.5889,-22.4936,17.1651,-28.983,32.9746,30.3217,-21.3276,-8.7391,-8.7391
ROA,ROA,Rentabilidade,%,-9.2302,1.0121,-0.6738,-17.5126,-4.8194,4.127,-8.3042,10.1969,9.9726,-6.4085,-2.1512,-2.1512
ROIC,ROIC,Rentabilidade,%,-70.3113,-30.0621,-2.3106,-12.2613,-5.6252,1.6011,-12.7083,-11.8308,-7.0216,5.564,1.2634,1.2634
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,-67.2404,-30.0074,55.0006,-34.3722,8.0089,36.1265,-41.6758,-45.0005,-27.6542,26.0032,18.4046,18.4046
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,-28.0055,5.3218,-3.6506,-80.0542,-80.1138,37.6983,-44.1889,49.702,61.0289,-25.8043,-14.7997,-14.7997
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.9387,-3.6826,2.67,-4.0113,54.6206,5.3426,-2.8121,-2.8682,-5.2711,5.5029,13.5123,13.5123
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,1.8147,3.4304,1.4715,1.31,1.4357,0.7515,0.7558,0.7591,0.7881,1.2732,1.5127,1.5127
ICJ,ICJ,Endividamento,x,-0.3862,-0.0949,-0.0306,-0.286,-0.27,0.0388,-0.5134,-0.6516,-0.3757,0.2855,0.0636,0.0636
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,15.5455,15.1757,19.9572,30.1825,15.7156,23.7349,29.6783,34.8902,34.7611,31.3098,33.2946,33.2946
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.1139,0.9172,1.7716,1.7801,2.6944,2.5535,2.7096,1.5279,1.4158,1.3927,0.8231,0.8231
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8477,0.5973,1.3044,1.4758,2.2492,2.1392,2.2275,1.1971,1.0983,1.1531,0.6903,0.6903
LIQ_GERAL,Liquidez Geral,Liquidez,x,0.4683,0.4069,0.6816,0.734,0.6972,0.7141,0.6952,0.8537,0.7688,0.7183,0.6622,0.6622
GIRO_ATIVO,Giro do Ativo,Eficiência,x,0.3296,0.2156,0.1953,0.2175,0.0648,0.1108,0.186,0.1926,0.1787,0.242,0.141,0.141
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,118.8752,184.1915,166.3171,115.4925,326.1606,303.0117,238.4614,182.8038,171.5971,137.8002,96.504,96.504
PME,PME,Eficiência,dias,72.8313,120.7305,181.045,130.5246,335.5267,272.8194,216.7431,165.9434,177.9955,100.2067,134.7912,134.7912
NCG_RECEITA,NCG/Receita,Eficiência,%,9.0364,5.4157,114.7358,119.8217,408.1987,235.8205,176.2552,94.0076,85.2206,78.6903,39.9803,39.9803
