codigo,nome,categoria,unidade,2018,2021,2022,2023,2024,2025,LTM
P_L,P/L,Valuation,x,,8.3249,10.0817,1.9822,12.1304,4.128,5.722
P_VPA,P/VPA,Valuation,x,,1.6089,0.7874,0.5152,0.2894,0.0719,0.0996
EV_EBITDA,EV/EBITDA,Valuation,x,,7.4524,15.2888,-2.1742,17.8905,1.3852,1.8539
EV_EBIT,EV/EBIT,Valuation,x,,7.8191,20.1731,-1.971,-36.0968,3.0701,4.1088
EV_RECEITA,EV/Receita,Valuation,x,,1.2559,0.8529,0.4092,0.2184,0.0669,0.0895
DY,Dividend Yield,Valuation,%,,,0.8333,,,,
PAYOUT,Payout,Valuation,%,,,29.5651,,,,
ROE,ROE,Rentabilidade,%,,32.1201,2.2318,23.0016,10.5171,11.3804,11.3804
ROA,ROA,Rentabilidade,%,,18.5982,1.3272,13.5567,5.9671,6.6889,6.6889
ROIC,ROIC,Rentabilidade,%,,14.091,2.6589,-16.0272,-0.4842,1.746,1.746
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,,16.8525,5.5783,-18.82,1.221,4.8261,4.8261
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,,15.9845,2.0522,23.8971,9.4801,9.3551,9.3551
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,,-0.4437,2.2363,0.3428,-2.3384,0.1715,0.1715
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.0629,-0.0904,0.1349,-0.0702,-0.0335,0.0102,0.0102
ICJ,ICJ,Endividamento,x,,,4.1597,-5.107,-0.0878,0.9831,0.9831
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,32.5503,61.7481,87.4628,43.6029,34.8594,68.3612,68.3612
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,2.0439,2.7857,2.5064,3.2947,2.3077,1.9886,1.9886
LIQ_SECA,Liquidez Seca,Liquidez,x,0.8457,1.5659,1.1787,2.0453,1.3614,1.1124,1.1124
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.8715,2.3577,2.2363,2.1555,1.9239,2.0453,2.0453
GIRO_ATIVO,Giro do Ativo,Eficiência,x,,0.7256,0.6374,0.6411,0.6383,0.705,0.705
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,,237.9213,351.068,209.0032,172.4791,174.3958,174.3958
PME,PME,Eficiência,dias,,257.657,324.4866,165.5695,207.1413,207.0834,207.0834
NCG_RECEITA,NCG/Receita,Eficiência,%,,60.097,84.7492,60.1879,45.7543,45.6554,45.6554
