cd_conta_padrao,ds_conta_padrao,2015-T4,2016-T4,2017-T4,2018-T4,2019-T4,2020-T4,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receitas da Intermediação Financeira,968330.0,967524.0,981975.0,758653.0,893443.0,1220126.0,1525289.0,307273.0,399142.0,405656.0,360653.0,446426.0,506510.0,558619.0,530273.0,590783.0,702.436,708.288,2212241.276,944906.0,1032307.0,1242060.0
3.02,Despesas da Intermediação Financeira,-928697.0,-1015864.0,-926255.0,-736135.0,-701950.0,-555665.0,-874248.0,-286900.0,-358252.0,-413218.0,-386600.0,-452919.0,-432634.0,-468032.0,-484463.0,-509256.0,-553.005,-593.138,-1823497.857,-710761.0,-915873.0,-874746.0
3.03,Resultado Bruto Intermediação Financeira,39633.0,-48340.0,55720.0,22518.0,191493.0,664461.0,651041.0,20373.0,40890.0,-7562.0,-25947.0,-6493.0,73876.0,90587.0,45810.0,81527.0,149.431,115.15,388743.419,234145.0,116434.0,367314.0
3.04,Outras Despesas/Receitas Operacionais,-195338.0,20609.0,-425071.0,-73126.0,-467451.0,-806233.0,-640555.0,-11488.0,-19562.0,36813.0,47137.0,73194.0,-26618.0,-5440.0,5372.0,-5420.0,-57.729,-19.141,-447741.13,-148342.0,4651.0,-216199.0
3.05,Resultado Antes dos Tributos sobre o Lucro,40757.0,-28514.0,-228383.0,-43094.0,-115627.0,-71008.0,2460.0,4043.0,10070.0,14982.0,18197.0,35435.0,37278.0,56054.0,48933.0,53135.0,76.403,68.078,48454.519,60448.0,83187.0,103812.0
3.06,Imposto de Renda e Contribuição Social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.07,Resultado Líquido Operações Continuadas,40757.0,-28514.0,-228383.0,-43094.0,-115627.0,-71008.0,2460.0,4043.0,10070.0,14982.0,18197.0,35435.0,37278.0,56054.0,48933.0,53135.0,76.403,68.078,48454.519,60448.0,83187.0,103812.0
3.08,Resultado Líquido Operações Descontinuadas,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
3.09,Lucro/Prejuízo Consolidado do Período,,,,,,,,,,,,,,,,,,,,60448.0,83187.0,103812.0
3.99,Lucro por Ação (Geral),0.33636,-0.23532,-1.92507,0.36324,0.78043,-0.24,0.0166039223,0.0272884788,0.054,0.0,25366.0,20148.0,0.399887294,60114.0,0.9514062639,0.0,72.674,64.72200000000001,0.4428076319,0.0,0.0,0.0
3.99.01.01,LPA - Ações Ordinárias (ON),0.33636,-0.23532,-1.92507,0.36324,0.78043,-0.24,,,0.054,,,,,,,,,,,,,
3.99.01.02,LPA - Ações Preferenciais (PN),0.33636,-0.23532,-1.92507,0.36324,0.78043,-0.24,,,0.054,,,,,,,,,,,,,
