codigo,nome,categoria,unidade,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,LTM
VALOR_MERCADO,Valor de Mercado,Valuation,R$ mil,1493755.0,1214515.0,1201090.0,1393515.0,2291200.0,1646800.0,1039990.0,724950.0,61158.33,161744.49,513138.26,1102094.1,606645.97,501625.79,311353.94,276759.06,247724.07
P_L,P/L,Valuation,x,11.8189,9.0772,10.6287,13.6277,26.9047,55.9736,-27.5991,-2.6229,-0.4095,-12.8104,3.2327,4.0902,4.4051,3.9429,8.0205,5.8741,5.2579
P_VPA,P/VPA,Valuation,x,3.6213,2.7722,2.5047,2.7533,4.4506,3.2928,2.2626,4.2517,4.9925,-58.2234,2.3866,1.9563,0.897,0.6516,0.3863,0.3272,0.2929
EV_EBITDA,EV/EBITDA,Valuation,x,8.2759,7.5054,7.6209,9.9635,18.5509,19.4453,-159.8709,-3.4732,-1.7273,7.1111,2.6422,2.6635,3.2772,8.3767,11.4498,15.2377,14.187
EV_EBIT,EV/EBIT,Valuation,x,9.2421,7.5054,7.6209,9.9635,18.5509,19.4453,-159.8709,-3.4732,-1.7273,7.1111,2.6422,2.6635,3.2772,8.3767,11.4498,15.2377,14.187
EV_RECEITA,EV/Receita,Valuation,x,1.5347,1.0743,1.308,1.4909,2.4237,1.8379,1.398,1.1921,0.3407,0.5443,0.7292,0.8197,0.4874,0.5556,0.3627,0.36,0.3352
DY,Dividend Yield,Valuation,%,0.2208,0.2716,0.2746,0.2367,0.2879,0.4005,0.6343,0.9099,1.7976,1.1773,0.3711,0.2066,0.3753,0.4538,0.7312,0.8225,0.919
PAYOUT,Payout,Valuation,%,2.6095,2.465,2.9185,3.2253,7.7456,22.4199,-17.5048,-2.3865,-0.736,-15.0819,1.1997,0.8449,1.6531,1.7894,5.8642,4.8317,4.8317
ROE,ROE,Rentabilidade,%,30.6401,31.46,24.6293,20.7487,16.6827,5.7977,-7.8523,-87.7204,-163.457,-266.5963,149.5837,69.2338,22.218,17.595,4.9267,5.7453,5.7453
ROA,ROA,Rentabilidade,%,19.1183,19.7779,15.0466,12.4418,9.8366,3.2136,-4.2443,-39.3137,-26.3723,-2.2653,24.5935,30.6677,12.3277,10.0864,2.9783,3.4616,3.4616
ROIC,ROIC,Rentabilidade,%,28.8449,25.1417,22.1311,17.5127,14.1914,9.4276,-0.8287,-63.0472,-52.1561,24.3347,62.173,59.7371,17.9758,5.5196,2.6515,1.842,1.842
MARGEM_EBITDA,Margem EBITDA,Rentabilidade,%,18.5447,14.3143,17.1632,14.9636,13.065,9.4518,-0.8744,-34.3234,-19.7219,7.6536,27.5984,30.7756,14.8734,6.6326,3.1681,2.3628,2.3628
MARGEM_LIQUIDA,Margem Líquida,Rentabilidade,%,13.498,12.0387,12.4685,10.6817,8.7062,3.0179,-4.555,-41.5161,-27.82,-2.5837,23.2262,23.9907,11.598,11.2663,3.3415,4.0287,4.0287
DIV_LIQ_EBITDA,Dív.Líq/EBITDA,Endividamento,x,-0.3266,-0.1287,-0.1005,0.2354,0.6224,1.5731,-16.1067,-0.3006,-1.1497,2.7864,-0.0784,-0.525,-0.1579,1.6791,2.9905,5.2222,5.2222
DIV_LIQ_PL,Dív.Líq/PL,Endividamento,x,-0.1375,-0.0467,-0.0326,0.0666,0.1545,0.2898,0.2535,0.4029,9.9383,-37.5148,-0.0688,-0.3221,-0.0412,0.1634,0.1365,0.1706,0.1706
ICJ,ICJ,Endividamento,x,6.3096,3.8145,4.2319,2.9503,2.4262,0.8474,-0.1016,-5.8328,-1.8254,1.0681,4.8596,9.2553,2.1619,1.1261,1.3856,0.5389,0.5389
COMPOSICAO_DIVIDA,Composição Dívida,Endividamento,%,85.4141,83.7111,69.8459,68.7966,69.5303,53.9917,55.7125,60.424,75.4814,43.8586,0.0,10.4583,31.086,58.1502,54.7795,75.8666,75.8666
LIQ_CORRENTE,Liquidez Corrente,Liquidez,x,1.9926,2.1582,2.0473,2.0196,1.7873,2.0033,2.1118,1.9993,1.1446,1.0174,2.197,3.5441,2.5173,1.9172,1.8565,1.6579,1.6579
LIQ_SECA,Liquidez Seca,Liquidez,x,1.4145,1.4786,1.4343,1.2844,1.118,1.1075,1.1602,1.3339,0.7606,0.5584,1.865,2.657,1.7789,1.3493,1.178,1.0968,1.0968
LIQ_GERAL,Liquidez Geral,Liquidez,x,1.7152,1.7328,1.5687,1.4957,1.2824,1.207,1.2936,1.0309,0.6898,0.5584,1.0267,1.7181,1.4341,1.293,1.3649,1.4054,1.4054
GIRO_ATIVO,Giro do Ativo,Eficiência,x,1.4164,1.6062,1.1187,1.1483,1.0894,1.0447,0.982,1.1812,0.9434,0.8957,0.917,1.1099,0.9715,0.8684,0.8892,0.8264,0.8264
CICLO_CAIXA,Ciclo de Caixa,Eficiência,dias,97.2514,89.1284,126.2165,124.486,128.9708,149.6905,150.2898,128.3124,127.2955,80.5337,57.5851,126.0429,132.922,96.9621,91.0786,109.9079,109.9079
PME,PME,Eficiência,dias,67.0142,59.2782,90.1125,88.7339,89.7716,110.9785,102.6678,71.0068,75.3346,89.9107,57.9926,105.5199,92.6319,72.2476,77.4119,81.823,81.823
NCG_RECEITA,NCG/Receita,Eficiência,%,11.6216,14.3902,19.6609,21.392,21.9551,28.157,30.1443,26.858,23.048,9.0932,26.8737,28.1709,29.0549,29.9287,25.914,29.8484,29.8484
